YY MM DD hh WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS
1993 01 06 14 012 04.4 05.5 03.10 08.30 06.70 154 1006.1 13.7 14.6 999.0 15.4
1993 01 06 15 020 02.2 03.4 03.00 08.30 06.70 150 1007.2 13.9 14.6 999.0 15.0
1993 01 06 16 090 00.3 01.1 03.10 09.10 07.10 143 1008.6 14.1 14.7 999.0 14.3
1993 01 06 17 122 02.2 03.2 02.60 09.10 07.00 145 1009.4 14.4 14.8 999.0 14.5
1993 01 06 18 158 03.7 04.5 02.70 08.30 07.30 150 1010.4 14.5 14.8 999.0 15.0
1993 01 06 19 163 05.2 06.3 02.60 08.30 07.00 140 1010.6 14.7 14.8 999.0 14.0
1993 01 06 20 180 07.8 09.2 02.30 08.30 07.10 136 1009.6 15.3 14.8 999.0 13.6
1993 01 06 21 187 07.2 08.3 02.30 07.70 07.10 147 1008.9 15.6 14.8 999.0 14.7
1993 01 06 22 211 07.5 08.8 02.10 08.30 06.90 141 1008.4 15.9 14.9 999.0 14.1
1993 01 06 23 213 08.6 10.2 02.00 08.30 06.50 136 1008.5 16.0 14.9 999.0 13.6
1993 01 07 00 211 07.9 09.2 02.00 07.70 06.50 146 1008.7 15.8 14.8 999.0 14.6
1993 01 07 01 205 06.9 08.3 01.90 07.70 06.70 146 1009.0 15.9 14.8 999.0 14.6
1993 01 07 02 217 07.3 08.8 02.00 07.70 06.70 147 1009.5 15.7 14.8 999.0 14.7
1993 01 07 03 211 06.7 07.9 99.00 99.00 99.00 999 1009.9 15.5 14.8 999.0 99.0
1993 01 07 04 205 07.8 09.1 99.00 99.00 99.00 999 1009.8 15.7 14.8 999.0 99.0
1993 01 07 05 207 07.6 08.5 01.90 07.70 06.40 153 1010.0 15.9 14.8 999.0 15.3
1993 01 07 06 216 08.6 10.0 01.90 12.50 06.50 306 1010.1 16.0 14.8 999.0 30.6
1993 01 07 07 208 08.7 10.2 01.90 12.50 06.50 290 1010.4 16.0 14.8 999.0 29.0
1993 01 07 08 207 08.8 10.1 99.00 99.00 99.00 999 1010.4 15.9 14.8 999.0 99.0
1993 01 07 09 208 08.2 09.6 02.10 07.10 06.20 175 1010.3 15.9 14.8 999.0 17.5
1993 01 07 10 214 09.4 11.6 02.00 07.10 05.90 181 1010.3 16.0 14.7 999.0 18.1
1993 01 07 11 218 09.4 10.7 02.10 07.10 06.00 185 1010.5 16.0 14.8 999.0 18.5
1993 01 07 12 227 08.5 10.1 99.00 99.00 99.00 999 1010.2 15.9 14.8 999.0 99.0
1993 01 07 13 218 06.5 07.6 02.00 07.10 06.20 200 1010.1 15.6 14.8 999.0 20.0
1993 01 07 14 220 07.2 08.4 01.90 07.10 05.80 186 1010.3 15.6 14.8 999.0 18.6
1993 01 07 15 218 06.2 06.9 02.00 12.50 06.30 301 1010.7 15.6 14.8 999.0 30.1
1993 01 07 16 222 06.5 07.5 01.90 12.50 06.40 299 1011.0 15.6 14.8 999.0 29.9
1993 01 07 17 225 06.6 07.7 02.00 12.50 06.60 308 1011.3 15.7 14.8 999.0 30.8
1993 01 07 18 222 07.7 09.0 02.10 12.50 06.60 285 1011.5 15.5 14.7 999.0 28.5
1993 01 07 19 215 08.1 09.4 02.00 09.10 06.60 253 1011.3 15.5 14.7 999.0 25.3
1993 01 07 20 213 07.5 08.9 02.00 08.30 06.40 231 1010.5 15.6 14.8 999.0 23.1
1993 01 07 21 212 07.6 08.7 01.90 07.70 06.60 206 1008.9 15.5 14.9 999.0 20.6
1993 01 07 22 222 08.5 10.4 02.00 07.70 06.60 207 1008.3 15.6 14.9 999.0 20.7
1993 01 07 23 227 07.6 09.0 02.00 07.10 06.30 223 1007.7 15.7 14.9 999.0 22.3
1993 01 08 00 229 07.7 08.8 02.00 11.10 06.60 266 1007.4 15.6 14.9 999.0 26.6
1993 01 08 01 218 08.2 09.6 99.00 99.00 99.00 999 1006.7 15.6 14.9 999.0 99.0
1993 01 08 02 213 07.7 08.9 02.00 08.30 06.40 247 1005.9 15.5 14.9 999.0 24.7
1993 01 08 03 216 08.1 09.6 02.10 08.30 06.20 236 1005.8 15.7 14.9 999.0 23.6
1993 01 08 04 227 09.3 10.8 02.10 09.10 06.20 255 1005.7 15.5 14.9 999.0 25.5
1993 01 08 05 286 09.4 11.2 02.00 07.70 06.30 240 1005.8 14.8 14.9 999.0 24.0
1993 01 08 06 294 11.9 16.4 99.00 99.00 99.00 999 1006.7 14.6 14.8 999.0 99.0
1993 01 08 07 301 11.8 13.4 02.20 07.70 05.90 248 1007.3 14.1 14.8 999.0 24.8
1993 01 08 08 299 13.1 15.5 02.60 07.70 06.20 258 1007.6 14.1 14.8 999.0 25.8
1993 01 08 09 290 13.1 16.0 02.50 08.30 06.10 259 1007.9 14.1 14.8 999.0 25.9
1993 01 08 10 289 11.9 14.5 99.00 99.00 99.00 999 1007.9 14.2 14.8 999.0 99.0
1993 01 08 11 280 11.5 13.8 02.60 07.10 06.20 270 1008.4 14.1 14.8 999.0 27.0
1993 01 08 12 284 11.2 13.7 02.80 07.10 06.30 270 1008.9 14.2 14.8 999.0 27.0
1993 01 08 13 281 10.8 12.3 02.60 07.10 06.10 276 1008.7 14.0 14.7 999.0 27.6
1993 01 08 14 284 10.7 12.8 02.90 08.30 06.40 262 1009.3 14.3 14.7 999.0 26.2
1993 01 08 15 283 11.3 13.0 02.60 09.10 06.20 263 1010.2 14.2 14.7 999.0 26.3
1993 01 08 16 277 08.7 10.9 02.80 09.10 06.40 261 1010.6 14.1 14.7 999.0 26.1
1993 01 08 17 279 09.1 10.5 02.60 09.10 06.60 264 1011.1 14.4 14.7 999.0 26.4
1993 01 08 18 276 07.9 09.4 02.70 09.10 06.50 264 1011.7 14.6 14.7 999.0 26.4
1993 01 08 19 271 07.7 09.1 02.80 10.00 06.90 281 1011.9 14.6 14.7 999.0 28.1
1993 01 08 20 271 09.0 10.5 02.60 08.30 06.70 266 1011.4 14.6 14.7 999.0 26.6
1993 01 08 21 254 07.5 09.6 02.60 10.00 06.70 276 1010.4 14.4 14.8 999.0 27.6
1993 01 08 22 270 09.0 10.5 02.80 10.00 06.90 276 1010.0 14.3 14.8 999.0 27.6
1993 01 08 23 266 06.9 08.2 02.40 09.10 06.90 275 1010.4 14.2 14.8 999.0 27.5
1993 01 09 00 277 07.8 09.7 02.70 09.10 06.80 274 1010.4 13.8 14.8 999.0 27.4
1993 01 09 01 273 04.9 06.2 02.50 09.10 07.00 282 1011.1 13.4 14.7 999.0 28.2
1993 01 09 02 299 05.7 08.4 02.60 09.10 07.00 281 1011.0 13.9 14.7 999.0 28.1
1993 01 09 03 280 07.5 09.3 02.60 09.10 07.00 275 1011.5 14.4 14.7 999.0 27.5
1993 01 09 04 285 08.0 09.2 02.60 09.10 06.80 272 1011.5 14.2 14.7 999.0 27.2
1993 01 09 05 288 07.3 09.2 02.50 10.00 06.80 288 1011.9 14.1 14.7 999.0 28.8
1993 01 09 06 285 08.2 09.8 02.80 09.10 07.00 275 1012.2 14.0 14.7 999.0 27.5
1993 01 09 07 285 06.9 08.2 99.00 99.00 99.00 999 1012.2 14.0 14.7 999.0 99.0
1993 01 09 08 286 08.3 10.4 02.70 10.00 07.20 294 1012.4 13.8 14.7 999.0 29.4
1993 01 09 09 291 09.5 11.0 02.60 10.00 07.20 295 1012.3 13.9 14.7 999.0 29.5
1993 01 09 10 303 08.0 09.8 02.80 10.00 07.40 294 1012.3 13.9 14.7 999.0 29.4
1993 01 09 11 284 06.4 07.8 02.40 10.00 06.90 299 1012.3 13.9 14.6 999.0 29.9
1993 01 09 12 305 06.4 07.7 02.30 10.00 07.00 295 1011.9 14.0 14.6 999.0 29.5
1993 01 09 13 312 05.1 06.1 02.40 11.10 07.90 301 1011.8 13.6 14.7 999.0 30.1
1993 01 09 14 259 06.2 07.4 02.20 09.10 07.50 285 1012.0 13.1 14.7 999.0 28.5
1993 01 09 15 245 01.9 02.6 02.10 11.10 07.60 300 1012.3 13.0 14.7 999.0 30.0
1993 01 09 16 246 02.6 03.6 02.20 09.10 07.60 275 1012.6 13.3 14.7 999.0 27.5
1993 01 09 17 204 02.9 03.4 02.20 09.10 07.60 285 1013.0 13.7 14.7 999.0 28.5
1993 01 09 18 195 03.3 04.6 02.10 10.00 07.70 286 1013.5 14.2 14.7 999.0 28.6
1993 01 09 19 211 03.6 04.4 02.00 11.10 07.70 287 1013.4 14.4 14.7 999.0 28.7
1993 01 09 20 199 02.6 03.3 02.00 20.00 08.50 319 1012.7 14.4 14.7 999.0 31.9
1993 01 09 21 168 03.8 04.8 02.30 20.00 08.60 315 1011.8 14.2 14.7 999.0 31.5
1993 01 09 22 999 99.0 99.0 01.90 11.10 07.90 302 9999.0 999.0 999.0 999.0 30.2
1993 01 09 23 999 99.0 99.0 02.00 08.30 08.00 287 9999.0 999.0 999.0 999.0 28.7
1993 01 10 00 122 04.6 06.0 02.10 20.00 08.60 303 1010.4 13.9 14.8 999.0 30.3
1993 01 10 01 127 07.8 09.3 01.80 10.00 08.10 291 1010.1 13.4 14.8 999.0 29.1
1993 01 10 02 124 08.4 10.4 01.90 10.00 07.50 288 1009.9 13.2 14.8 999.0 28.8
1993 01 10 03 128 10.3 12.3 01.90 11.10 06.50 291 1009.3 13.1 14.9 999.0 29.1
1993 01 10 04 129 10.0 11.9 01.90 11.10 06.80 295 1008.8 13.0 14.8 999.0 29.5
1993 01 10 05 121 09.7 12.1 99.00 99.00 99.00 999 1008.7 13.1 14.8 999.0 99.0
1993 01 10 06 120 09.4 11.5 99.00 99.00 99.00 999 1008.4 13.2 14.8 999.0 99.0
1993 01 10 07 112 08.6 10.5 02.00 16.70 06.30 305 1008.2 13.4 14.8 999.0 30.5
1993 01 10 08 122 09.0 10.8 02.10 11.10 06.60 294 1007.4 13.6 14.8 999.0 29.4
1993 01 10 09 111 07.7 09.2 02.20 16.70 06.60 309 1006.6 13.5 14.8 999.0 30.9
1993 01 10 10 104 08.5 09.8 99.00 99.00 99.00 999 1006.1 13.3 14.8 999.0 99.0
1993 01 10 11 122 08.2 10.3 01.90 16.70 06.60 309 1005.4 13.3 14.9 999.0 30.9
1993 01 10 12 116 06.4 08.2 01.90 16.70 06.90 302 1004.7 13.8 14.8 999.0 30.2
1993 01 10 13 122 05.4 06.7 01.90 14.30 07.20 291 1004.2 13.4 14.8 999.0 29.1
1993 01 10 14 125 06.3 07.9 99.00 99.00 99.00 999 1004.1 13.5 14.8 999.0 99.0
1993 01 10 16 132 03.2 04.3 02.10 12.50 07.90 287 1004.8 13.7 14.8 999.0 28.7
1993 01 10 17 170 02.3 03.8 02.10 12.50 07.70 283 1005.2 14.3 14.8 999.0 28.3
1993 01 10 18 199 02.1 03.0 02.10 12.50 08.00 301 1005.5 14.5 14.8 999.0 30.1
1993 01 10 19 288 10.5 12.5 02.10 12.50 06.80 298 1005.6 14.3 14.8 999.0 29.8
1993 01 10 20 298 12.5 14.5 02.30 12.50 06.30 291 1005.2 14.1 14.8 999.0 29.1
1993 01 10 21 305 13.2 15.5 02.40 11.10 06.30 294 1005.4 13.6 14.8 999.0 29.4
1993 01 10 22 300 13.1 16.0 02.40 11.10 06.20 293 1005.8 13.3 14.9 999.0 29.3
1993 01 10 23 302 13.2 16.5 02.60 12.50 06.50 297 1006.5 13.4 14.9 999.0 29.7
1993 01 11 00 308 13.3 16.2 02.50 06.20 06.40 294 1007.5 13.3 14.9 999.0 29.4
1993 01 11 01 303 12.1 14.5 02.60 12.50 06.50 299 1008.1 13.4 14.8 999.0 29.9
1993 01 11 02 303 12.5 15.3 02.40 11.10 06.10 302 1008.2 13.1 14.8 999.0 30.2
1993 01 11 03 314 11.4 13.3 02.70 06.70 06.10 312 1009.7 13.0 14.8 999.0 31.2
1993 01 11 04 308 12.3 14.5 02.70 06.20 06.20 310 1010.8 12.6 14.7 999.0 31.0
1993 01 11 05 312 10.9 13.4 02.80 06.70 06.30 317 1012.2 12.2 14.7 999.0 31.7
1993 01 11 06 299 10.2 13.0 99.00 99.00 99.00 999 1013.2 12.3 14.7 999.0 99.0
1993 01 11 07 293 09.3 11.5 99.00 99.00 99.00 999 1013.7 12.1 14.7 999.0 99.0
1993 01 11 08 296 09.3 11.7 02.80 07.10 06.60 311 1014.3 12.2 14.7 999.0 31.1
1993 01 11 09 291 08.1 11.2 02.40 07.70 06.60 313 1014.5 12.4 14.7 999.0 31.3
1993 01 11 10 315 09.1 11.2 02.40 07.10 06.60 315 1014.8 12.6 14.7 999.0 31.5
1993 01 11 11 307 08.3 10.7 99.00 99.00 99.00 999 1015.1 12.6 14.7 999.0 99.0
1993 01 11 12 293 07.9 09.7 02.40 07.70 06.90 317 1015.3 12.8 14.7 999.0 31.7
1993 01 11 13 302 07.3 08.5 02.20 07.70 06.60 313 1015.9 12.3 14.7 999.0 31.3
1993 01 11 14 302 06.6 08.6 02.30 07.10 06.70 312 1016.5 12.7 14.7 999.0 31.2
1993 01 11 15 323 05.0 06.5 02.20 14.30 06.90 285 1017.3 12.6 14.7 999.0 28.5
1993 01 11 16 303 05.1 06.3 02.20 12.50 06.80 277 1017.9 12.5 14.7 999.0 27.7
1993 01 11 17 318 03.4 05.5 02.00 11.10 06.80 282 1018.5 12.6 14.7 999.0 28.2
1993 01 11 18 323 04.1 05.4 02.00 10.00 07.10 284 1019.5 12.7 14.7 999.0 28.4
