YY MM DD hh WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS
1991 12 06 13 321 03.9 05.0 02.00 16.70 10.00 999 1015.7 13.8 15.2 999.0 99.0
1991 12 06 14 323 02.9 04.3 01.90 16.70 09.60 999 1016.0 13.5 15.2 999.0 99.0
1991 12 06 15 307 03.6 05.1 01.70 16.70 08.70 999 1016.6 13.4 15.2 999.0 99.0
1991 12 06 16 291 03.7 05.7 01.70 14.30 09.20 999 1017.2 13.3 15.2 999.0 99.0
1991 12 06 17 312 03.6 04.6 01.70 14.30 08.80 999 1017.5 13.5 15.2 999.0 99.0
1991 12 06 18 305 03.5 04.4 01.80 14.30 09.80 999 1017.9 13.7 15.3 999.0 99.0
1991 12 06 19 313 03.7 05.1 01.70 14.30 09.60 999 1017.9 14.0 15.3 999.0 99.0
1991 12 06 20 321 03.9 05.2 01.90 14.30 10.50 999 1016.9 13.9 15.4 999.0 99.0
1991 12 06 21 331 04.2 05.1 01.90 14.30 10.20 999 1016.1 13.8 15.4 999.0 99.0
1991 12 06 22 326 05.0 06.5 01.70 14.30 09.70 999 1015.8 13.8 15.5 999.0 99.0
1991 12 06 23 323 05.2 06.1 01.90 14.30 10.10 999 1015.9 13.6 15.4 999.0 99.0
1991 12 07 00 323 04.4 06.1 01.80 14.30 09.70 999 1015.8 13.5 15.4 999.0 99.0
1991 12 07 01 332 05.8 07.1 02.20 25.00 10.80 999 1015.8 13.5 15.4 999.0 99.0
1991 12 07 02 322 04.9 06.3 02.10 14.30 10.20 999 1015.9 13.5 15.3 999.0 99.0
1991 12 07 03 316 04.6 06.4 01.80 14.30 09.30 999 1016.1 13.4 15.3 999.0 99.0
1991 12 07 04 301 05.6 07.1 01.90 14.30 10.30 999 1016.4 13.3 15.3 999.0 99.0
1991 12 07 05 301 05.7 07.4 02.40 25.00 11.60 999 1016.7 13.3 15.3 999.0 99.0
1991 12 07 06 304 05.9 07.7 02.20 25.00 11.10 999 1016.7 13.6 15.3 999.0 99.0
1991 12 07 07 308 05.8 08.0 02.10 14.30 09.60 999 1016.9 13.6 15.3 999.0 99.0
1991 12 07 08 302 07.1 09.2 02.10 14.30 09.40 999 1016.6 13.6 15.3 999.0 99.0
1991 12 07 09 304 07.1 08.6 02.30 14.30 09.90 999 1016.5 13.3 15.2 999.0 99.0
1991 12 07 10 300 07.1 08.8 02.30 12.50 09.70 999 1016.4 13.1 15.2 999.0 99.0
1991 12 07 11 312 05.2 08.1 02.70 20.00 10.50 999 1016.3 12.7 15.2 999.0 99.0
1991 12 07 12 328 04.9 06.5 02.50 14.30 10.10 999 1015.7 13.2 15.2 999.0 99.0
1991 12 07 13 318 05.2 07.9 02.80 20.00 11.40 999 1015.5 13.5 15.2 999.0 99.0
1991 12 07 14 312 06.2 08.5 02.70 14.30 10.20 999 1015.4 13.8 15.1 999.0 99.0
1991 12 07 15 314 06.7 08.3 02.70 20.00 10.80 999 1015.6 13.9 15.1 999.0 99.0
1991 12 07 16 307 05.2 07.4 02.60 16.70 10.30 999 1015.7 13.9 15.1 999.0 99.0
1991 12 07 17 314 04.1 06.2 02.70 14.30 10.80 999 1015.8 13.6 15.1 999.0 99.0
1991 12 07 18 318 05.3 06.1 02.90 20.00 11.80 999 1015.7 14.2 15.2 999.0 99.0
1991 12 07 19 318 04.6 06.4 03.10 16.70 12.30 999 1015.5 14.2 15.5 999.0 99.0
1991 12 07 20 338 04.8 06.3 03.00 14.30 12.00 999 1014.7 13.9 15.5 999.0 99.0
1991 12 07 21 327 05.3 06.4 03.70 16.70 13.40 999 1013.7 13.2 15.5 999.0 99.0
1991 12 07 22 281 04.7 06.2 03.30 20.00 12.70 999 1013.2 13.4 15.5 999.0 99.0
1991 12 07 23 329 08.9 11.7 03.20 14.30 11.40 999 1012.5 13.8 15.3 999.0 99.0
1991 12 08 00 319 10.0 11.9 03.50 16.70 10.80 999 1012.5 14.0 15.3 999.0 99.0
1991 12 08 01 323 10.5 12.9 03.20 16.70 09.40 999 1012.7 14.0 15.2 999.0 99.0
1991 12 08 02 321 10.8 12.7 03.20 14.30 08.70 999 1012.9 13.5 15.2 999.0 99.0
1991 12 08 03 321 09.5 11.7 03.50 16.70 08.90 999 1013.2 13.9 15.2 999.0 99.0
1991 12 08 04 321 09.3 10.8 03.40 16.70 09.10 999 1013.5 14.0 15.2 999.0 99.0
1991 12 08 05 332 08.9 10.8 03.50 14.30 08.90 999 1013.4 14.0 15.2 999.0 99.0
1991 12 08 06 315 07.0 08.7 03.70 16.70 09.50 999 1013.3 13.5 15.2 999.0 99.0
1991 12 08 07 334 09.2 11.5 03.30 16.70 08.50 999 1013.4 13.8 15.2 999.0 99.0
1991 12 08 08 331 08.8 10.5 03.40 14.30 09.00 999 1012.7 13.8 15.2 999.0 99.0
1991 12 08 09 321 09.8 12.0 03.60 16.70 08.80 999 1012.5 13.4 15.2 999.0 99.0
1991 12 08 10 325 08.7 10.3 03.30 16.70 08.50 999 1012.4 13.4 15.2 999.0 99.0
1991 12 08 11 317 08.9 10.4 03.10 16.70 08.30 999 1011.9 13.3 15.2 999.0 99.0
1991 12 08 12 320 07.4 09.2 03.70 16.70 09.70 999 1011.3 13.3 15.1 999.0 99.0
1991 12 08 13 317 07.4 09.2 02.90 14.30 08.50 999 1011.1 13.3 15.1 999.0 99.0
1991 12 08 14 335 06.0 07.2 03.20 16.70 08.90 999 1011.3 13.3 15.1 999.0 99.0
1991 12 08 15 327 05.3 06.8 03.40 14.30 09.60 999 1011.2 13.4 15.1 999.0 99.0
1991 12 08 16 330 04.3 06.0 03.30 16.70 09.50 999 1011.4 13.1 15.1 999.0 99.0
1991 12 08 17 016 03.5 04.5 03.60 16.70 09.90 999 1011.7 13.1 15.1 999.0 99.0
1991 12 08 18 054 03.1 04.9 03.70 16.70 10.20 999 1011.9 13.1 15.1 999.0 99.0
1991 12 08 19 084 06.3 08.5 03.30 14.30 09.80 999 1012.0 13.0 15.1 999.0 99.0
1991 12 08 20 071 07.3 08.8 04.30 14.30 11.00 999 1011.7 12.0 15.1 999.0 99.0
1991 12 08 21 082 04.7 06.5 03.60 14.30 10.20 999 1011.8 11.5 15.1 999.0 99.0
1991 12 08 22 060 04.4 05.8 03.90 14.30 10.90 999 1011.4 11.3 15.1 999.0 99.0
1991 12 08 23 071 03.3 05.1 04.00 14.30 10.80 999 1011.6 12.0 15.1 999.0 99.0
1991 12 09 00 114 01.4 02.9 03.90 14.30 10.60 999 1011.8 12.3 15.1 999.0 99.0
1991 12 09 01 049 02.4 03.3 04.00 14.30 11.10 999 1011.9 12.5 15.1 999.0 99.0
1991 12 09 02 053 04.3 05.6 03.80 16.70 10.90 999 1012.5 12.4 15.1 999.0 99.0
1991 12 09 03 083 03.4 05.3 04.30 16.70 11.30 999 1013.0 12.4 15.1 999.0 99.0
1991 12 09 04 117 02.8 04.9 04.00 16.70 11.10 999 1013.3 11.9 15.0 999.0 99.0
1991 12 09 05 150 03.4 05.0 03.90 16.70 11.20 999 1013.8 11.7 15.0 999.0 99.0
1991 12 09 06 161 06.4 08.8 04.10 16.70 11.20 999 1014.6 11.3 999.0 999.0 99.0
1991 12 09 07 133 07.4 08.9 03.90 16.70 10.50 999 1015.1 12.2 15.0 999.0 99.0
1991 12 09 08 126 07.3 10.0 04.00 14.30 10.70 999 1015.2 12.2 15.1 999.0 99.0
1991 12 09 09 114 08.8 11.0 04.00 14.30 10.00 999 1015.8 12.9 15.2 999.0 99.0
1991 12 09 10 116 08.9 11.4 03.60 14.30 09.70 999 1016.6 13.2 15.2 999.0 99.0
1991 12 09 11 107 07.5 09.6 03.80 14.30 10.50 999 1016.6 13.4 15.2 999.0 99.0
1991 12 09 12 109 07.1 08.6 03.30 14.30 09.80 999 1017.0 13.7 15.2 999.0 99.0
1991 12 09 13 105 06.8 08.5 03.60 16.70 10.30 999 1017.5 13.8 15.1 999.0 99.0
1991 12 09 14 103 06.4 08.2 03.20 14.30 09.90 999 1018.3 13.7 15.1 999.0 99.0
1991 12 09 15 085 05.5 07.3 03.30 16.70 10.00 999 1018.6 13.7 15.1 999.0 99.0
1991 12 09 16 088 05.6 07.0 02.90 14.30 09.30 999 1018.8 13.8 15.1 999.0 99.0
1991 12 09 17 075 05.4 06.5 02.70 14.30 09.30 999 1019.2 14.0 15.1 999.0 99.0
1991 12 09 18 071 05.7 06.8 03.20 14.30 10.00 999 1019.3 14.1 15.2 999.0 99.0
1991 12 09 19 060 06.8 07.6 03.00 14.30 10.20 999 1018.9 14.1 15.2 999.0 99.0
1991 12 09 20 076 06.1 07.6 03.00 14.30 09.60 999 1018.1 14.4 15.3 999.0 99.0
1991 12 09 21 053 06.5 07.6 02.70 14.30 09.60 999 1017.2 14.5 15.3 999.0 99.0
1991 12 09 22 044 05.8 06.8 03.10 14.30 10.20 999 1016.6 14.6 15.4 999.0 99.0
1991 12 09 23 042 04.4 05.1 03.00 14.30 09.70 999 1016.6 14.7 15.4 999.0 99.0
1991 12 10 00 036 05.4 06.2 02.70 14.30 09.50 999 1016.4 14.7 15.4 999.0 99.0
1991 12 10 01 022 04.3 05.1 02.40 12.50 08.90 999 1016.1 14.7 15.4 999.0 99.0
1991 12 10 02 005 04.4 05.1 02.80 14.30 10.10 999 1016.0 14.9 15.3 999.0 99.0
1991 12 10 03 351 04.7 05.6 02.40 14.30 09.50 999 1016.1 14.8 15.3 999.0 99.0
1991 12 10 04 354 06.2 07.6 02.70 14.30 10.30 999 1015.8 15.1 15.3 999.0 99.0
1991 12 10 05 309 04.3 05.3 02.50 14.30 10.10 999 1015.8 15.3 15.3 999.0 99.0
1991 12 10 06 305 04.5 05.3 02.50 12.50 09.80 999 1015.6 15.5 15.3 999.0 99.0
1991 12 10 07 317 04.7 05.8 02.40 14.30 10.10 999 1015.0 15.5 15.3 999.0 99.0
1991 12 10 08 310 04.7 06.0 02.30 14.30 10.00 999 1014.0 15.9 15.3 999.0 99.0
1991 12 10 09 323 04.6 05.6 02.30 14.30 09.50 999 1013.3 16.2 15.3 999.0 99.0
1991 12 10 10 010 05.3 06.5 02.40 14.30 09.50 999 1012.4 16.3 15.3 999.0 99.0
1991 12 10 11 004 05.6 06.7 02.30 14.30 09.70 999 1011.5 16.3 15.3 999.0 99.0
1991 12 10 12 011 06.1 07.3 02.50 14.30 09.70 999 1011.2 15.9 15.3 999.0 99.0
1991 12 10 13 015 04.8 05.6 02.00 14.30 09.30 999 1010.9 15.7 15.3 999.0 99.0
1991 12 10 14 033 04.0 04.6 02.40 14.30 09.90 999 1010.8 15.8 15.3 999.0 99.0
1991 12 10 15 033 02.3 02.9 02.20 12.50 09.30 999 1010.7 16.0 15.3 999.0 99.0
1991 12 10 16 020 02.5 03.5 02.10 12.50 09.00 999 1011.0 15.8 15.3 999.0 99.0
1991 12 10 17 010 02.4 07.1 02.00 12.50 09.00 999 1011.0 16.0 15.3 999.0 99.0
1991 12 10 18 337 04.1 05.3 02.00 12.50 09.30 999 1011.7 16.2 15.3 999.0 99.0
1991 12 10 19 324 03.4 04.2 01.90 12.50 09.00 999 1010.7 16.0 15.4 999.0 99.0
1991 12 10 20 003 02.8 03.7 02.00 12.50 09.20 999 1010.0 16.1 15.4 999.0 99.0
1991 12 10 21 053 02.3 02.8 01.70 12.50 08.80 999 1009.3 16.0 15.4 999.0 99.0
1991 12 10 22 014 01.0 01.5 01.80 12.50 09.20 999 1008.8 16.0 15.4 999.0 99.0
1991 12 10 23 185 01.3 02.5 02.00 12.50 09.60 999 1009.3 16.0 15.4 999.0 99.0
1991 12 11 00 281 00.3 00.8 02.10 12.50 09.60 999 1009.6 15.7 15.4 999.0 99.0
1991 12 11 01 017 01.1 01.8 02.20 12.50 09.60 999 1009.5 15.4 15.3 999.0 99.0
1991 12 11 02 089 02.2 03.1 02.10 12.50 09.30 999 1009.7 15.4 15.3 999.0 99.0
1991 12 11 03 109 02.3 03.3 01.90 14.30 08.60 999 1009.7 15.3 15.3 999.0 99.0
1991 12 11 04 177 00.9 01.7 02.20 16.70 09.00 999 1010.1 15.3 15.2 999.0 99.0
1991 12 11 05 312 01.7 02.3 02.20 14.30 09.40 999 1010.2 15.1 15.2 999.0 99.0
1991 12 11 06 335 02.0 02.5 02.20 14.30 08.90 999 1010.0 14.9 15.3 999.0 99.0
1991 12 11 07 348 02.4 03.0 02.30 14.30 09.30 999 1010.1 14.9 15.3 999.0 99.0
1991 12 11 08 330 02.5 03.7 02.30 14.30 08.90 999 1009.9 14.9 15.3 999.0 99.0
1991 12 11 09 318 03.7 04.6 02.20 14.30 08.60 999 1009.7 14.9 15.3 999.0 99.0
1991 12 11 10 325 05.5 06.8 02.30 14.30 08.80 999 1009.9 14.7 15.3 999.0 99.0
1991 12 11 11 330 06.3 07.6 02.50 14.30 08.90 999 1009.9 14.3 15.3 999.0 99.0
1991 12 11 12 315 07.3 08.7 02.20 14.30 07.90 999 1009.9 14.2 15.3 999.0 99.0
1991 12 11 13 320 07.7 09.2 02.50 14.30 08.00 999 1009.9 14.3 15.3 999.0 99.0
1991 12 11 14 325 07.3 08.4 02.50 12.50 07.80 999 1010.0 14.3 15.3 999.0 99.0
1991 12 11 15 329 05.8 06.9 02.50 10.00 07.60 999 1010.3 14.4 15.3 999.0 99.0
1991 12 11 16 317 06.6 07.8 02.40 10.00 07.60 999 1011.0 14.4 15.3 999.0 99.0
1991 12 11 17 323 07.3 08.5 02.80 10.00 07.90 999 1011.7 14.4 15.3 999.0 99.0
1991 12 11 18 321 06.8 07.8 02.80 10.00 08.00 999 1012.4 14.5 15.3 999.0 99.0
1991 12 11 19 355 05.1 06.3 02.60 11.10 07.80 999 1012.6 14.8 15.3 999.0 99.0
1991 12 11 20 001 05.9 07.0 02.80 10.00 08.30 999 1012.4 14.7 15.3 999.0 99.0
1991 12 11 21 001 06.6 07.7 02.70 11.10 08.10 999 1012.1 14.9 15.3 999.0 99.0
1991 12 11 22 004 04.5 05.6 02.40 12.50 07.90 999 1011.8 14.9 15.3 999.0 99.0
1991 12 11 23 345 04.0 05.0 02.60 11.10 08.20 999 1012.1 15.1 15.3 999.0 99.0
1991 12 12 00 326 05.2 06.2 02.40 11.10 08.10 999 1012.5 14.8 15.3 999.0 99.0
1991 12 12 01 321 05.5 06.7 02.30 12.50 08.40 999 1013.4 14.8 15.3 999.0 99.0
1991 12 12 02 318 04.2 05.2 02.30 11.10 08.20 999 1014.1 14.7 15.3 999.0 99.0
1991 12 12 03 319 03.7 04.8 02.20 10.00 07.90 999 1014.9 14.7 15.3 999.0 99.0
1991 12 12 04 321 03.1 04.0 02.20 11.10 07.80 999 1015.4 14.6 15.3 999.0 99.0
1991 12 12 05 318 03.3 04.2 02.40 12.50 08.30 999 1016.2 14.7 15.3 999.0 99.0
1991 12 12 06 312 03.7 04.6 02.40 11.10 08.60 999 1016.8 14.6 15.3 999.0 99.0
1991 12 12 07 327 03.6 04.2 02.20 10.00 08.00 999 1017.2 14.7 15.3 999.0 99.0
1991 12 12 08 320 03.2 04.0 02.20 10.00 08.30 999 1017.6 14.4 15.3 999.0 99.0
1991 12 12 09 302 03.7 04.5 02.30 14.30 08.30 999 1017.5 14.3 15.3 999.0 99.0
1991 12 12 10 314 04.0 04.8 02.30 12.50 08.50 999 1018.0 14.3 15.1 999.0 99.0
1991 12 12 11 312 03.7 04.6 02.40 14.30 08.40 999 1018.2 14.2 15.1 999.0 99.0
1991 12 12 12 312 03.7 04.7 02.40 12.50 08.40 999 1018.3 14.1 15.1 999.0 99.0
1991 12 12 13 311 03.3 04.3 02.40 12.50 08.30 999 1018.3 14.0 15.2 999.0 99.0
1991 12 12 14 317 02.1 03.1 02.40 14.30 08.30 999 1018.7 14.0 15.2 999.0 99.0
1991 12 12 15 332 03.3 04.3 02.50 12.50 08.60 999 1019.6 14.0 15.1 999.0 99.0
1991 12 12 16 350 02.4 03.1 02.30 10.00 08.10 999 1020.1 14.2 15.1 999.0 99.0
1991 12 12 17 006 00.9 01.7 02.40 12.50 08.50 999 1020.5 14.5 15.2 999.0 99.0
1991 12 12 18 295 01.5 02.3 02.30 12.50 08.20 999 1021.2 14.7 15.2 999.0 99.0
1991 12 12 19 313 02.7 03.7 02.30 11.10 08.40 999 1021.5 14.6 15.3 999.0 99.0
1991 12 12 20 305 01.6 02.5 02.40 12.50 08.80 999 1020.8 14.7 15.5 999.0 99.0
1991 12 12 21 305 02.5 03.7 02.50 11.10 08.70 999 1020.5 14.6 15.6 999.0 99.0
1991 12 12 22 288 02.3 03.1 02.20 12.50 08.50 999 1019.8 14.7 15.6 999.0 99.0
1991 12 12 23 275 03.0 03.8 02.40 10.00 08.60 999 1019.9 14.8 15.6 999.0 99.0
1991 12 13 00 290 04.6 05.5 02.40 10.00 08.70 999 1020.1 14.6 15.5 999.0 99.0
1991 12 13 01 296 05.1 06.2 02.10 11.10 08.60 999 1020.3 14.4 15.5 999.0 99.0
1991 12 13 02 300 04.5 05.4 02.30 10.00 08.60 999 1020.8 14.4 15.5 999.0 99.0
1991 12 13 03 300 03.7 04.6 02.20 14.30 08.80 999 1021.1 14.2 15.5 999.0 99.0
1991 12 13 04 288 03.5 04.8 02.30 14.30 08.90 999 1021.8 14.1 15.4 999.0 99.0
1991 12 13 05 310 03.9 05.1 02.10 14.30 08.80 999 1022.1 14.1 15.3 999.0 99.0
1991 12 13 06 322 03.9 05.8 02.30 12.50 09.20 999 1022.2 14.0 15.3 999.0 99.0
1991 12 13 07 322 04.7 05.8 02.30 14.30 09.50 999 1022.2 13.8 15.3 999.0 99.0
1991 12 13 08 301 04.2 05.3 02.40 14.30 09.50 999 1022.3 13.6 15.3 999.0 99.0
1991 12 13 09 296 03.3 04.4 02.50 14.30 09.90 999 1022.3 13.7 15.3 999.0 99.0
1991 12 13 10 288 03.0 05.2 02.80 14.30 10.70 999 1022.4 13.7 15.3 999.0 99.0
1991 12 13 11 313 03.1 04.4 02.60 14.30 10.10 999 1022.5 13.7 15.3 999.0 99.0
1991 12 13 12 303 03.0 04.4 02.40 16.70 10.30 999 1022.4 13.7 15.3 999.0 99.0
1991 12 13 13 306 02.4 03.8 02.50 14.30 10.50 999 1022.3 13.7 15.3 999.0 99.0
1991 12 13 14 311 02.3 03.6 02.60 20.00 10.60 999 1022.6 13.7 15.3 999.0 99.0
1991 12 13 15 330 02.3 04.1 02.30 16.70 10.20 999 1023.2 13.7 15.3 999.0 99.0
1991 12 13 16 317 01.2 02.1 02.40 16.70 10.10 999 1023.7 13.8 15.3 999.0 99.0
1991 12 13 17 025 00.3 00.7 02.30 16.70 10.00 999 1024.2 14.7 15.3 999.0 99.0
1991 12 13 18 186 00.4 01.1 02.20 16.70 10.40 999 1024.4 15.3 15.4 999.0 99.0
1991 12 13 19 263 00.8 01.7 02.40 14.30 10.80 999 1024.6 15.0 15.8 999.0 99.0
1991 12 13 20 260 01.5 02.4 02.20 14.30 10.40 999 1023.5 14.6 15.9 999.0 99.0
1991 12 13 21 290 02.4 03.2 02.40 16.70 10.90 999 1023.2 14.5 15.9 999.0 99.0
1991 12 13 22 301 03.1 04.1 02.30 14.30 10.40 999 1022.8 14.5 15.8 999.0 99.0
1991 12 13 23 325 02.4 03.0 02.20 12.50 10.40 999 1022.7 14.6 15.7 999.0 99.0
1991 12 14 00 318 02.5 03.7 02.40 14.30 10.80 999 1022.7 14.6 15.7 999.0 99.0
1991 12 14 01 306 03.8 04.6 02.50 16.70 11.00 999 1022.7 14.3 15.6 999.0 99.0
1991 12 14 02 309 05.0 05.9 02.50 16.70 11.10 999 1022.9 14.2 15.5 999.0 99.0
1991 12 14 03 315 04.6 05.7 02.70 16.70 11.20 999 1023.2 14.2 15.5 999.0 99.0
1991 12 14 04 322 04.9 06.1 02.80 16.70 11.60 999 1023.4 14.1 15.4 999.0 99.0
1991 12 14 05 333 05.2 06.1 02.30 16.70 10.50 999 1023.1 14.0 15.4 999.0 99.0
1991 12 14 06 345 05.4 06.7 02.40 16.70 10.90 999 1023.1 13.9 15.3 999.0 99.0
1991 12 14 07 003 04.2 05.1 02.30 16.70 10.70 999 1022.7 13.8 15.3 999.0 99.0
1991 12 14 08 005 03.7 04.4 02.40 16.70 11.40 999 1022.5 13.7 15.3 999.0 99.0
1991 12 14 09 350 03.5 04.3 02.20 14.30 10.90 999 1022.1 13.6 15.3 999.0 99.0
1991 12 14 10 334 03.7 04.7 02.10 16.70 10.70 999 1021.9 13.6 15.3 999.0 99.0
1991 12 14 11 345 03.7 04.6 02.20 16.70 11.50 999 1021.4 13.7 15.3 999.0 99.0
1991 12 14 12 331 04.7 05.4 02.20 14.30 11.00 999 1021.2 13.8 15.3 999.0 99.0
1991 12 14 13 339 03.3 04.2 02.50 14.30 12.20 999 1021.2 13.8 15.3 999.0 99.0
1991 12 14 14 332 02.6 03.5 02.50 14.30 12.10 999 1021.4 14.0 15.3 999.0 99.0
1991 12 14 15 319 03.7 04.7 02.40 16.70 12.20 999 1021.8 14.1 15.3 999.0 99.0
1991 12 14 16 323 03.9 04.9 02.60 14.30 12.40 999 1022.1 14.3 15.3 999.0 99.0
1991 12 14 17 323 05.3 06.4 02.40 14.30 11.80 999 1022.6 12.9 15.3 999.0 99.0
1991 12 14 18 310 07.9 09.8 02.40 14.30 11.40 999 1023.2 12.7 15.3 999.0 99.0
1991 12 14 19 325 07.6 08.7 02.20 14.30 10.30 999 1022.7 14.3 15.3 999.0 99.0
1991 12 14 20 331 07.1 08.0 02.40 14.30 10.20 999 1021.6 14.2 15.4 999.0 99.0
1991 12 14 21 356 05.8 06.9 02.30 14.30 09.80 999 1020.3 14.4 15.4 999.0 99.0
1991 12 14 22 351 05.1 06.2 02.30 14.30 09.60 999 1019.6 14.6 15.4 999.0 99.0
1991 12 14 23 346 04.2 05.3 02.40 14.30 10.30 999 1019.1 14.9 15.4 999.0 99.0
1991 12 15 00 316 05.7 06.9 02.00 14.30 09.40 999 1019.4 14.9 15.4 999.0 99.0
1991 12 15 01 326 05.6 06.4 02.30 14.30 10.10 999 1019.6 14.5 15.4 999.0 99.0
1991 12 15 02 316 06.9 08.0 02.10 14.30 10.00 999 1019.9 14.6 15.4 999.0 99.0
1991 12 15 03 319 07.6 09.2 02.30 14.30 09.60 999 1020.1 14.5 15.3 999.0 99.0
1991 12 15 04 325 07.2 08.3 02.20 14.30 09.30 999 1020.5 14.3 15.3 999.0 99.0
1991 12 15 05 340 05.6 06.6 02.40 14.30 09.90 999 1020.9 14.4 15.3 999.0 99.0
1991 12 15 06 341 04.8 05.6 02.30 14.30 10.10 999 1020.6 14.7 15.3 999.0 99.0
1991 12 15 07 341 03.2 03.9 02.00 14.30 09.40 999 1020.3 14.8 15.3 999.0 99.0
1991 12 15 08 330 02.8 03.5 02.00 14.30 10.30 999 1019.8 14.7 15.3 999.0 99.0
1991 12 15 09 343 02.5 03.1 01.80 14.30 09.70 999 1019.5 14.6 15.3 999.0 99.0
1991 12 15 10 007 01.5 02.0 01.70 14.30 09.80 999 1019.2 14.4 15.3 999.0 99.0
