YY MM DD hh WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS TIDE
2004 01 02 14 209 4.4 5.1 2.28 14.29 11.13 999 1019.1 14.8 15.3 999.0 99.0 99.00
2004 01 02 15 203 4.3 4.9 2.45 14.29 11.58 999 1019.3 14.9 15.3 999.0 99.0 99.00
2004 01 02 16 201 4.3 5.0 2.32 14.29 10.74 999 1019.7 15.0 15.3 999.0 99.0 99.00
2004 01 02 17 205 4.5 5.3 2.59 16.67 10.77 999 1019.9 15.2 15.3 999.0 99.0 99.00
2004 01 02 18 210 5.9 6.8 2.45 16.67 10.11 999 1020.4 15.4 15.4 999.0 99.0 99.00
2004 01 02 19 224 4.8 5.5 2.46 14.29 9.64 999 1019.7 15.3 15.5 999.0 99.0 99.00
2004 01 02 20 208 5.5 6.9 2.58 14.29 9.81 999 1018.8 15.3 15.6 999.0 99.0 99.00
2004 01 02 21 253 4.6 5.5 2.40 14.29 9.07 999 1018.1 15.4 15.6 999.0 99.0 99.00
2004 01 02 22 259 4.7 5.8 2.52 14.29 9.28 999 1017.5 15.5 15.6 999.0 99.0 99.00
2004 01 02 23 260 5.1 6.2 2.52 14.29 8.88 999 1017.3 15.6 15.7 999.0 99.0 99.00
2004 01 03 00 234 4.6 5.6 2.73 14.29 9.37 999 1017.2 15.4 15.6 999.0 99.0 99.00
2004 01 03 01 248 6.5 8.1 2.50 14.29 8.41 999 1016.9 15.3 15.6 999.0 99.0 99.00
2004 01 03 02 281 5.8 7.2 2.84 14.29 9.00 999 1017.2 14.5 15.6 999.0 99.0 99.00
2004 01 03 03 327 6.2 7.9 2.81 14.29 9.03 999 1017.4 14.1 15.6 999.0 99.0 99.00
2004 01 03 04 335 5.2 6.4 2.79 14.29 8.78 999 1017.5 13.7 15.5 999.0 99.0 99.00
2004 01 03 05 339 7.1 9.4 2.53 12.50 8.64 999 1017.9 13.4 15.5 999.0 99.0 99.00
2004 01 03 06 335 9.4 11.6 2.52 12.50 8.23 999 1018.1 13.6 15.5 999.0 99.0 99.00
2004 01 03 07 332 7.7 10.3 2.60 12.50 8.28 999 1018.2 14.2 15.4 999.0 99.0 99.00
2004 01 03 08 332 6.9 8.2 2.87 14.29 8.95 999 1017.7 14.2 15.3 999.0 99.0 99.00
2004 01 03 09 332 6.5 8.4 2.69 14.29 8.24 999 1017.6 13.9 15.2 999.0 99.0 99.00
2004 01 03 10 331 8.0 9.8 2.74 12.50 7.82 999 1017.7 13.7 15.0 999.0 99.0 99.00
2004 01 03 11 324 8.5 10.9 2.66 12.50 7.78 999 1017.7 13.7 14.9 999.0 99.0 99.00
2004 01 03 12 334 11.1 13.1 2.75 11.11 7.55 999 1017.5 12.8 14.7 999.0 99.0 99.00
2004 01 03 13 320 9.6 11.8 2.74 12.50 6.96 999 1017.5 12.9 14.6 999.0 99.0 99.00
2004 01 03 14 322 9.5 12.1 2.71 11.11 7.03 999 1018.0 13.0 14.6 999.0 99.0 99.00
2004 01 03 15 329 9.6 11.8 2.91 11.11 7.20 999 1018.6 12.7 14.6 999.0 99.0 99.00
2004 01 03 16 331 10.1 12.0 2.64 14.29 6.66 999 1019.1 12.8 14.6 999.0 99.0 99.00
2004 01 03 17 324 10.0 12.0 2.57 11.11 6.40 999 1020.3 12.6 14.6 999.0 99.0 99.00
2004 01 03 18 324 10.3 12.5 2.50 11.11 6.39 999 1021.4 12.2 14.6 999.0 99.0 99.00
2004 01 03 19 322 10.9 13.1 2.63 12.50 6.28 999 1021.5 12.2 14.6 999.0 99.0 99.00
2004 01 03 20 323 11.8 14.1 3.01 12.50 6.55 999 1021.0 12.1 14.6 999.0 99.0 99.00
2004 01 03 21 325 11.4 14.1 3.22 6.67 6.55 999 1020.5 12.3 14.6 999.0 99.0 99.00
2004 01 03 22 323 11.3 13.6 2.72 7.69 6.26 999 1020.5 12.4 14.6 999.0 99.0 99.00
2004 01 03 23 329 11.7 13.6 3.25 7.14 6.67 999 1020.6 12.5 14.6 999.0 99.0 99.00
2004 01 04 00 321 11.0 13.7 2.90 7.14 6.32 999 1020.7 12.5 14.7 999.0 99.0 99.00
2004 01 04 01 328 10.3 12.7 3.00 6.67 6.22 999 1020.8 12.6 14.7 999.0 99.0 99.00
2004 01 04 02 327 10.5 12.7 2.86 12.50 6.49 999 1020.9 12.5 14.7 999.0 99.0 99.00
2004 01 04 03 328 10.3 12.4 3.22 12.50 6.97 999 1021.1 12.5 14.7 999.0 99.0 99.00
2004 01 04 04 327 9.0 11.1 3.12 12.50 6.88 999 1021.4 12.5 14.7 999.0 99.0 99.00
2004 01 04 05 332 8.7 10.3 3.27 12.50 7.00 999 1021.7 12.7 14.7 999.0 99.0 99.00
2004 01 04 06 333 9.8 11.4 3.03 12.50 6.99 999 1021.9 12.8 14.7 999.0 99.0 99.00
2004 01 04 07 340 9.4 11.8 3.08 12.50 6.88 999 1022.0 12.7 14.7 999.0 99.0 99.00
2004 01 04 08 330 9.8 12.0 2.99 11.11 6.84 999 1021.5 12.4 14.7 999.0 99.0 99.00
2004 01 04 09 338 8.4 10.2 2.79 12.50 6.77 999 1021.3 12.3 14.6 999.0 99.0 99.00
2004 01 04 10 351 7.7 9.5 2.73 11.11 6.71 999 1021.3 12.3 14.6 999.0 99.0 99.00
2004 01 04 11 351 6.3 7.7 2.64 12.50 7.03 999 1021.6 12.2 14.6 999.0 99.0 99.00
2004 01 04 12 339 5.0 6.6 2.49 7.69 6.68 999 1021.3 12.2 14.5 999.0 99.0 99.00
2004 01 04 13 341 4.6 6.5 2.51 12.50 7.05 999 1020.9 12.3 14.5 999.0 99.0 99.00
2004 01 04 14 342 6.1 7.9 2.44 14.29 7.27 999 1021.0 12.4 14.6 999.0 99.0 99.00
2004 01 04 15 342 6.4 7.9 2.43 12.50 7.08 999 1021.4 12.7 14.6 999.0 99.0 99.00
2004 01 04 16 4 6.4 8.4 2.43 12.50 6.80 999 1022.2 12.8 14.5 999.0 99.0 99.00
2004 01 04 17 21 5.7 6.8 2.08 12.50 6.51 999 1023.2 12.7 14.5 999.0 99.0 99.00
2004 01 04 18 26 6.7 7.9 2.24 12.50 6.77 999 1023.7 12.8 14.6 999.0 99.0 99.00
2004 01 04 19 25 5.6 7.0 2.16 12.50 6.77 999 1023.6 12.8 14.6 999.0 99.0 99.00
2004 01 04 20 34 4.5 5.7 2.17 12.50 6.89 999 1022.8 12.9 14.7 999.0 99.0 99.00
2004 01 04 21 46 3.3 4.4 2.14 11.11 6.96 999 1021.9 13.0 14.7 999.0 99.0 99.00
2004 01 04 22 11 3.3 5.0 2.05 12.50 6.99 999 1021.8 13.1 14.7 999.0 99.0 99.00
2004 01 04 23 352 3.6 5.3 1.98 12.50 7.07 999 1022.1 13.3 14.8 999.0 99.0 99.00
2004 01 05 00 349 4.3 5.4 1.84 11.11 7.04 999 1021.8 13.4 14.7 999.0 99.0 99.00
2004 01 05 01 349 4.3 5.5 2.01 12.50 7.06 999 1021.8 13.3 14.7 999.0 99.0 99.00
2004 01 05 02 348 5.2 6.3 1.91 12.50 6.92 999 1021.9 13.0 14.7 999.0 99.0 99.00
2004 01 05 03 342 5.2 6.5 1.88 11.11 6.90 999 1021.7 12.8 14.6 999.0 99.0 99.00
2004 01 05 04 331 5.3 6.6 1.95 12.50 7.02 999 1021.7 12.6 14.6 999.0 99.0 99.00
2004 01 05 05 319 4.3 5.7 1.90 12.50 6.76 999 1021.6 12.3 14.6 999.0 99.0 99.00
2004 01 05 06 320 4.8 6.0 1.82 12.50 7.13 999 1022.0 12.4 14.6 999.0 99.0 99.00
2004 01 05 07 326 4.4 5.7 1.80 12.50 7.06 999 1021.8 12.2 14.5 999.0 99.0 99.00
2004 01 05 08 330 4.1 5.1 1.88 12.50 6.88 999 1021.7 12.3 14.5 999.0 99.0 99.00
2004 01 05 09 319 4.1 5.4 1.76 12.50 6.93 999 1021.6 12.4 14.5 999.0 99.0 99.00
2004 01 05 10 340 3.7 5.0 2.00 12.50 7.12 999 1021.3 12.5 14.5 999.0 99.0 99.00
2004 01 05 11 338 4.2 5.6 1.74 12.50 6.91 999 1021.0 12.7 14.5 999.0 99.0 99.00
2004 01 05 12 347 3.3 4.4 1.84 7.69 7.06 999 1020.7 12.6 14.5 999.0 99.0 99.00
2004 01 05 13 357 3.4 4.3 1.64 12.50 6.53 999 1020.6 12.6 14.5 999.0 99.0 99.00
2004 01 05 14 14 3.2 4.2 1.78 12.50 6.89 999 1020.8 12.7 14.5 999.0 99.0 99.00
2004 01 05 15 31 3.0 3.6 1.68 12.50 6.87 999 1020.9 12.7 14.4 999.0 99.0 99.00
2004 01 05 16 50 2.4 3.3 1.72 12.50 6.95 999 1021.1 13.0 14.4 999.0 99.0 99.00
2004 01 05 17 51 2.8 3.3 1.84 11.11 7.08 999 1021.8 13.3 14.4 999.0 99.0 99.00
2004 01 05 18 12 4.2 5.1 1.69 6.67 6.74 999 1022.5 13.2 14.4 999.0 99.0 99.00
2004 01 05 19 34 1.8 2.4 1.84 11.11 7.28 999 1021.9 13.3 14.5 999.0 99.0 99.00
2004 01 05 20 40 2.0 2.8 1.71 11.11 7.15 999 1021.5 13.6 14.6 999.0 99.0 99.00
2004 01 05 21 74 1.0 1.7 1.61 11.11 7.20 999 1020.7 13.7 14.8 999.0 99.0 99.00
2004 01 05 22 3 1.0 1.4 1.48 11.11 7.20 999 1020.6 14.1 15.0 999.0 99.0 99.00
2004 01 05 23 11 0.5 1.3 1.52 10.00 7.02 999 1020.4 14.1 15.1 999.0 99.0 99.00
2004 01 06 00 41 2.1 2.7 1.50 10.00 7.31 999 1019.9 14.0 15.1 999.0 99.0 99.00
2004 01 06 01 54 1.1 1.6 1.65 11.11 7.46 999 1019.7 13.8 14.9 999.0 99.0 99.00
2004 01 06 02 352 1.2 1.8 1.57 11.11 7.46 999 1019.8 13.4 14.8 999.0 99.0 99.00
2004 01 06 03 301 1.6 2.1 1.51 9.09 7.22 999 1019.8 13.6 14.7 999.0 99.0 99.00
2004 01 06 04 319 2.6 3.4 1.53 10.00 7.13 999 1019.8 13.5 14.6 999.0 99.0 99.00
2004 01 06 05 315 4.3 5.5 1.64 10.00 7.28 999 1019.7 13.6 14.6 999.0 99.0 99.00
2004 01 06 06 310 4.0 4.7 1.37 10.00 7.05 999 1020.0 13.4 14.6 999.0 99.0 99.00
2004 01 06 07 329 4.6 5.5 1.31 10.00 6.75 999 1019.7 13.6 14.6 999.0 99.0 99.00
2004 01 06 08 343 4.6 5.5 1.34 10.00 7.02 999 1019.3 13.5 14.6 999.0 99.0 99.00
2004 01 06 09 345 3.4 4.2 1.32 10.00 6.81 999 1019.0 13.7 14.6 999.0 99.0 99.00
2004 01 06 10 358 3.1 3.6 1.32 11.11 7.08 999 1018.8 13.9 14.6 999.0 99.0 99.00
2004 01 06 11 43 3.8 4.6 1.18 10.00 7.09 999 1018.1 14.1 14.6 999.0 99.0 99.00
2004 01 06 12 73 3.3 3.9 1.12 10.00 7.13 999 1017.0 13.8 14.5 999.0 99.0 99.00
2004 01 06 13 76 1.9 2.4 1.05 10.00 7.13 999 1016.7 13.7 14.5 999.0 99.0 99.00
2004 01 06 14 179 0.2 0.6 1.13 12.50 7.55 999 1017.0 13.5 14.6 999.0 99.0 99.00
2004 01 06 15 193 0.9 1.4 1.06 12.50 7.21 999 1017.0 13.7 14.6 999.0 99.0 99.00
2004 01 06 16 239 0.8 1.1 1.08 10.00 6.99 999 1017.4 14.3 14.6 999.0 99.0 99.00
2004 01 06 17 221 1.6 2.0 1.13 10.00 6.89 999 1018.0 14.0 14.7 999.0 99.0 99.00
2004 01 06 18 237 3.2 3.7 1.05 10.00 6.84 999 1018.8 14.0 14.8 999.0 99.0 99.00
2004 01 06 19 241 2.6 3.1 1.04 10.00 6.74 999 1018.4 14.1 14.9 999.0 99.0 99.00
2004 01 06 20 254 3.5 4.2 0.97 10.00 6.64 999 1017.8 14.0 14.9 999.0 99.0 99.00
2004 01 06 21 269 3.0 3.7 0.97 12.50 6.73 999 1017.1 14.1 14.9 999.0 99.0 99.00
2004 01 06 22 301 0.9 1.2 0.92 9.09 6.69 999 1016.3 14.1 14.9 999.0 99.0 99.00
2004 01 06 23 69 1.6 1.9 0.96 9.09 6.82 999 1015.9 14.2 14.9 999.0 99.0 99.00
2004 01 07 00 264 0.5 0.8 0.92 9.09 6.81 999 1016.9 14.2 14.9 999.0 99.0 99.00
2004 01 07 01 269 1.8 2.1 0.92 9.09 7.12 999 1017.6 14.3 14.9 999.0 99.0 99.00
2004 01 07 02 109 1.6 2.3 0.85 16.67 7.18 999 1016.9 14.1 14.9 999.0 99.0 99.00
2004 01 07 03 106 4.2 5.6 0.79 9.09 6.72 999 1016.3 14.4 14.9 999.0 99.0 99.00
2004 01 07 04 133 2.4 2.7 0.79 14.29 6.92 999 1016.6 14.5 14.9 999.0 99.0 99.00
2004 01 07 05 193 3.4 4.2 0.74 14.29 6.73 999 1017.3 14.4 14.9 999.0 99.0 99.00
2004 01 07 06 187 3.9 4.6 0.74 14.29 7.20 999 1017.3 14.4 14.9 999.0 99.0 99.00
2004 01 07 07 195 4.4 5.0 0.73 14.29 6.93 999 1017.3 14.4 15.0 999.0 99.0 99.00
2004 01 07 08 142 2.9 3.6 0.69 14.29 7.22 999 1016.5 14.2 15.0 999.0 99.0 99.00
2004 01 07 09 210 4.5 5.3 0.77 14.29 8.60 999 1017.3 14.4 15.0 999.0 99.0 99.00
2004 01 07 10 238 3.9 4.7 0.69 14.29 7.90 999 1018.2 14.5 14.9 999.0 99.0 99.00
2004 01 07 11 237 3.1 3.7 0.67 14.29 7.83 999 1017.9 14.3 14.9 999.0 99.0 99.00
2004 01 07 12 263 1.9 2.4 0.64 14.29 7.90 999 1017.3 14.3 14.9 999.0 99.0 99.00
2004 01 07 13 183 0.4 1.0 0.60 14.29 7.93 999 1017.2 14.1 14.9 999.0 99.0 99.00
2004 01 07 14 145 1.0 1.2 0.59 14.29 7.94 999 1017.6 14.1 14.9 999.0 99.0 99.00
2004 01 07 15 170 1.4 1.8 0.61 14.29 8.10 999 1018.2 14.1 14.9 999.0 99.0 99.00
2004 01 07 16 153 2.0 2.3 0.56 14.29 7.54 999 1018.5 14.2 14.8 999.0 99.0 99.00
2004 01 07 17 140 2.3 2.9 0.55 14.29 7.44 999 1018.7 14.7 14.9 999.0 99.0 99.00
2004 01 07 18 144 2.2 2.6 0.57 14.29 7.59 999 1019.7 14.6 14.9 999.0 99.0 99.00
2004 01 07 19 163 2.5 3.1 0.63 14.29 8.18 999 1019.9 14.6 15.0 999.0 99.0 99.00
2004 01 07 20 163 1.7 2.0 0.62 14.29 8.02 999 1019.1 14.7 15.2 999.0 99.0 99.00
2004 01 07 21 151 1.8 2.2 0.59 14.29 7.72 999 1018.4 14.7 15.5 999.0 99.0 99.00
2004 01 07 22 171 2.2 2.9 0.67 14.29 8.58 999 1018.4 14.8 15.5 999.0 99.0 99.00
2004 01 07 23 206 1.8 2.2 0.57 14.29 7.76 999 1018.9 15.0 15.5 999.0 99.0 99.00
2004 01 08 00 229 1.1 1.7 0.64 14.29 8.66 999 1019.2 14.8 15.5 999.0 99.0 99.00
2004 01 08 01 163 1.4 1.8 0.68 14.29 8.88 999 1019.1 14.6 15.3 999.0 99.0 99.00
2004 01 08 02 137 2.9 3.4 0.63 14.29 8.90 999 1018.9 14.4 15.2 999.0 99.0 99.00
2004 01 08 03 287 0.4 0.8 0.67 14.29 9.25 999 1020.0 14.1 15.1 999.0 99.0 99.00
2004 01 08 04 220 1.2 1.4 0.65 14.29 9.07 999 1019.9 14.0 15.0 999.0 99.0 99.00
2004 01 08 05 293 2.3 3.1 0.67 12.50 9.38 999 1020.4 14.3 15.0 999.0 99.0 99.00
2004 01 08 06 297 1.8 2.3 0.75 12.50 9.81 999 1020.8 14.1 14.9 999.0 99.0 99.00
2004 01 08 07 345 0.3 0.6 0.82 12.50 10.19 999 1020.7 13.8 14.8 999.0 99.0 99.00
2004 01 08 08 82 2.1 2.8 0.77 12.50 9.77 999 1020.5 13.8 14.6 999.0 99.0 99.00
2004 01 08 09 97 1.9 2.5 0.77 10.00 9.57 999 1020.8 13.8 14.5 999.0 99.0 99.00
2004 01 08 10 111 2.0 2.7 0.83 14.29 9.76 999 1020.8 13.8 14.5 999.0 99.0 99.00
2004 01 08 11 85 1.8 2.2 0.90 12.50 9.50 999 1020.5 13.8 14.5 999.0 99.0 99.00
2004 01 08 12 54 2.1 3.0 0.82 10.00 8.72 999 1020.0 13.6 14.4 999.0 99.0 99.00
2004 01 08 13 108 2.1 3.4 1.02 10.00 8.77 999 1019.8 13.5 14.4 999.0 99.0 99.00
2004 01 08 14 118 3.7 5.1 1.03 14.29 8.87 999 1019.5 13.5 14.5 999.0 99.0 99.00
2004 01 08 15 142 3.6 4.2 0.99 14.29 8.64 999 1019.6 13.5 14.5 999.0 99.0 99.00
2004 01 08 16 154 3.8 4.4 1.04 9.09 8.68 999 1019.9 13.8 14.5 999.0 99.0 99.00
2004 01 08 17 154 4.3 5.2 0.94 16.67 8.59 999 1020.5 14.1 14.5 999.0 99.0 99.00
2004 01 08 18 136 2.7 3.2 1.01 16.67 8.79 999 1020.9 14.3 14.5 999.0 99.0 99.00
2004 01 08 19 121 2.4 3.1 0.97 14.29 8.85 999 1020.8 14.2 14.6 999.0 99.0 99.00
2004 01 08 20 178 1.9 2.9 1.00 14.29 8.73 999 1020.8 14.4 14.8 999.0 99.0 99.00
2004 01 08 21 196 2.9 3.6 1.01 14.29 8.75 999 1020.3 14.5 14.9 999.0 99.0 99.00
2004 01 08 22 198 2.9 3.7 1.14 14.29 8.76 999 1019.9 14.7 15.0 999.0 99.0 99.00
2004 01 08 23 218 3.1 3.6 1.20 14.29 9.77 999 1020.1 14.7 15.0 999.0 99.0 99.00
2004 01 09 00 204 2.4 2.8 1.21 12.50 9.42 999 1020.5 14.8 15.0 999.0 99.0 99.00
2004 01 09 01 206 2.9 3.3 1.35 14.29 10.32 999 1020.7 14.6 14.9 999.0 99.0 99.00
2004 01 09 02 224 2.0 2.4 1.38 14.29 9.82 999 1021.0 14.3 14.8 999.0 99.0 99.00
2004 01 09 03 199 1.1 1.4 1.29 14.29 9.53 999 1021.3 14.2 14.7 999.0 99.0 99.00
2004 01 09 04 157 1.1 1.6 1.62 12.50 10.16 999 1021.5 14.1 14.7 999.0 99.0 99.00
2004 01 09 05 108 2.9 3.7 1.54 12.50 10.13 999 1021.4 14.0 14.7 999.0 99.0 99.00
2004 01 09 06 92 4.1 5.0 1.42 12.50 9.83 999 1021.0 14.1 14.7 999.0 99.0 99.00
2004 01 09 07 107 4.2 5.2 1.35 12.50 9.93 999 1021.2 14.3 14.7 999.0 99.0 99.00
2004 01 09 08 108 4.8 6.0 1.51 12.50 10.36 999 1020.6 14.2 14.7 999.0 99.0 99.00
2004 01 09 09 109 4.7 5.9 1.31 14.29 9.58 999 1020.7 14.2 14.6 999.0 99.0 99.00
2004 01 09 10 116 4.1 5.0 1.56 12.50 10.11 999 1020.9 14.2 14.6 999.0 99.0 99.00
2004 01 09 11 205 2.5 3.1 1.57 12.50 9.67 999 1021.8 14.2 14.6 999.0 99.0 99.00
2004 01 09 12 177 0.9 1.4 1.48 12.50 9.08 999 1021.5 14.0 14.5 999.0 99.0 99.00
2004 01 09 13 208 0.4 0.9 1.61 12.50 9.49 999 1021.4 13.9 14.5 999.0 99.0 99.00
2004 01 09 14 180 0.0 0.4 1.55 12.50 9.51 999 1021.7 13.7 14.5 999.0 99.0 99.00
2004 01 09 15 177 0.8 1.1 1.53 12.50 9.51 999 1021.7 13.8 14.5 999.0 99.0 99.00
2004 01 09 16 127 0.8 1.3 1.35 12.50 8.65 999 1021.9 14.2 14.5 999.0 99.0 99.00
2004 01 09 17 199 0.6 0.8 1.43 12.50 8.70 999 1022.7 14.4 14.5 999.0 99.0 99.00
2004 01 09 18 231 1.0 1.3 1.38 12.50 8.66 999 1023.4 14.6 14.6 999.0 99.0 99.00
2004 01 09 19 255 1.4 1.8 1.30 12.50 8.55 999 1023.4 14.5 14.7 999.0 99.0 99.00
2004 01 09 20 261 1.9 2.2 1.36 12.50 8.45 999 1022.6 14.5 14.8 999.0 99.0 99.00
2004 01 09 21 288 2.7 3.3 1.30 12.50 8.54 999 1021.7 14.6 14.9 999.0 99.0 99.00
2004 01 09 22 309 2.8 3.4 1.22 11.11 8.33 999 1021.0 14.7 14.8 999.0 99.0 99.00
2004 01 09 23 323 2.3 2.7 1.22 12.50 8.15 999 1020.8 14.8 14.9 999.0 99.0 99.00
2004 01 10 00 333 2.6 3.1 1.15 12.50 7.97 999 1020.8 14.8 14.9 999.0 99.0 99.00
2004 01 10 01 343 3.1 3.6 1.39 11.11 8.54 999 1021.0 14.6 14.9 999.0 99.0 99.00
2004 01 10 02 334 2.7 3.2 1.20 11.11 8.41 999 1021.2 14.4 14.8 999.0 99.0 99.00
2004 01 10 03 322 2.8 3.2 1.32 12.50 8.66 999 1021.2 14.3 14.7 999.0 99.0 99.00
2004 01 10 04 310 3.2 3.7 1.33 11.11 8.50 999 1020.8 14.2 14.6 999.0 99.0 99.00
2004 01 10 05 311 3.8 4.5 1.25 11.11 8.38 999 1020.7 14.3 14.6 999.0 99.0 99.00
2004 01 10 06 307 3.4 4.0 1.25 12.50 8.15 999 1020.7 14.4 14.6 999.0 99.0 99.00
2004 01 10 07 311 4.4 5.2 1.32 10.00 8.06 999 1020.6 14.5 14.6 999.0 99.0 99.00
2004 01 10 08 311 5.2 6.4 1.40 11.11 8.39 999 1020.2 14.5 14.6 999.0 99.0 99.00
2004 01 10 09 302 6.6 7.8 1.25 11.11 7.43 999 1020.2 14.6 14.6 999.0 99.0 99.00
2004 01 10 10 309 6.7 7.8 1.44 12.50 7.22 999 1020.2 14.7 14.6 999.0 99.0 99.00
2004 01 10 11 311 6.7 8.2 1.60 11.11 7.19 999 1019.6 14.7 14.6 999.0 99.0 99.00
2004 01 10 12 315 6.3 7.6 1.50 11.11 6.96 999 1019.2 14.7 14.6 999.0 99.0 99.00
2004 01 10 13 324 6.1 7.7 1.55 11.11 6.60 999 1018.9 14.6 14.6 999.0 99.0 99.00
2004 01 10 14 322 6.2 7.3 1.68 11.11 6.83 999 1019.0 14.5 14.6 999.0 99.0 99.00
2004 01 10 15 320 5.7 6.6 1.45 10.00 6.32 999 1018.7 14.4 14.6 999.0 99.0 99.00
2004 01 10 16 316 5.5 7.0 1.54 11.11 6.93 999 1018.7 14.4 14.6 999.0 99.0 99.00
2004 01 10 17 308 6.8 8.2 1.68 11.11 6.94 999 1019.2 14.5 14.6 999.0 99.0 99.00
2004 01 10 18 306 6.8 8.1 1.71 11.11 6.72 999 1019.5 14.6 14.6 999.0 99.0 99.00
2004 01 10 19 312 7.0 8.1 1.70 11.11 6.62 999 1018.7 14.7 14.6 999.0 99.0 99.00
2004 01 10 20 314 6.8 8.3 1.93 10.00 7.03 999 1017.6 14.8 14.6 999.0 99.0 99.00
2004 01 10 21 320 6.4 7.5 1.89 11.11 6.83 999 1016.6 14.9 14.6 999.0 99.0 99.00
2004 01 10 22 314 6.8 8.0 2.04 11.11 7.09 999 1016.3 14.9 14.7 999.0 99.0 99.00
