YY MM DD hh WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS
1999 05 29 03 293 8.8 10.7 1.95 7.14 5.42 999 1015.0 12.3 12.9 9.8 99.0
1999 05 29 04 289 8.1 10.0 1.92 6.67 5.33 999 1015.6 12.1 12.9 9.8 99.0
1999 05 29 05 308 9.0 11.1 1.98 7.69 5.48 999 1015.9 12.0 12.9 9.4 99.0
1999 05 29 06 299 8.7 11.4 2.18 6.67 5.63 999 1016.2 12.1 12.9 9.4 99.0
1999 05 29 07 299 9.0 10.9 2.15 6.67 5.67 999 1016.1 12.2 12.9 9.6 99.0
1999 05 29 08 308 8.6 12.1 2.19 7.14 5.71 999 1015.6 12.2 12.9 9.7 99.0
1999 05 29 09 306 9.9 11.9 2.36 7.69 5.74 999 1015.4 12.3 12.9 9.7 99.0
1999 05 29 10 313 9.2 11.6 2.55 7.69 5.89 999 1015.3 12.5 12.9 9.7 99.0
1999 05 29 11 309 10.2 12.1 2.52 7.14 5.74 999 1014.2 12.5 12.9 9.6 99.0
1999 05 29 12 316 9.9 12.2 2.55 7.69 5.88 999 1014.6 12.5 12.9 9.6 99.0
1999 05 29 13 314 10.5 12.9 2.45 8.33 5.88 999 1014.5 12.5 12.9 9.6 99.0
1999 05 29 14 320 9.3 10.9 2.38 8.33 5.82 999 1014.7 12.4 12.8 9.7 99.0
1999 05 29 15 315 9.4 12.6 2.21 7.69 5.59 999 1014.8 12.4 12.8 9.7 99.0
1999 05 29 16 322 8.7 10.4 2.51 8.33 5.92 999 1015.3 12.4 12.8 9.8 99.0
1999 05 29 17 317 9.6 11.3 2.42 7.69 5.91 999 1015.6 12.4 12.8 9.8 99.0
1999 05 29 18 317 9.0 10.7 2.47 7.69 6.07 999 1015.9 12.4 12.7 9.6 99.0
1999 05 29 19 317 8.9 10.4 2.67 9.09 6.24 999 1015.7 12.5 12.8 9.7 99.0
1999 05 29 20 311 7.8 9.9 2.57 7.14 6.35 999 1016.0 12.6 12.8 10.2 99.0
1999 05 29 21 311 9.3 11.2 2.64 9.09 6.37 999 1016.0 12.6 12.8 10.2 99.0
1999 05 29 22 308 9.1 11.1 2.36 9.09 5.89 999 1016.0 12.7 12.8 10.2 99.0
1999 05 29 23 308 10.5 12.5 2.50 8.33 5.91 999 1015.7 12.6 12.9 9.4 99.0
1999 05 30 00 302 9.5 11.6 2.46 8.33 5.82 999 1015.6 12.7 12.9 9.6 99.0
1999 05 30 01 301 9.7 11.8 2.37 8.33 5.70 999 1015.4 12.6 12.8 9.5 99.0
1999 05 30 02 305 9.9 12.3 2.30 8.33 5.57 999 1015.5 12.5 12.8 9.1 99.0
1999 05 30 03 306 9.6 11.3 2.39 8.33 5.88 999 1015.9 12.4 12.8 9.1 99.0
1999 05 30 04 309 10.0 12.2 2.33 7.69 5.82 999 1016.1 12.4 12.8 8.8 99.0
1999 05 30 05 311 9.9 11.8 2.51 9.09 6.02 999 1016.5 12.4 12.8 8.7 99.0
1999 05 30 06 295 9.1 10.5 2.68 9.09 6.35 999 1017.3 12.5 12.8 8.5 99.0
1999 05 30 07 296 8.4 10.3 2.81 10.00 6.66 999 1017.2 12.7 12.8 8.4 99.0
1999 05 30 08 303 7.3 9.3 2.90 9.09 6.65 999 1017.1 12.5 12.8 7.8 99.0
1999 05 30 09 300 6.1 7.9 2.52 10.00 6.42 999 1016.9 12.5 12.8 8.4 99.0
1999 05 30 10 304 6.2 8.2 2.45 9.09 6.63 999 1016.9 12.3 12.8 7.7 99.0
1999 05 30 11 307 5.4 7.5 2.25 9.09 6.53 999 1016.7 12.2 12.8 7.5 99.0
1999 05 30 12 289 6.3 7.7 2.10 10.00 6.37 999 1016.8 12.3 12.7 7.0 99.0
1999 05 30 13 298 4.4 5.6 2.08 10.00 6.84 999 1017.0 12.4 12.7 7.2 99.0
1999 05 30 14 290 5.6 6.8 1.67 16.67 6.37 999 1017.2 12.6 12.7 7.2 99.0
1999 05 30 15 302 5.2 6.5 1.61 10.00 6.57 999 1017.5 12.7 12.7 6.7 99.0
1999 05 30 16 292 3.0 3.8 1.70 16.67 7.43 999 1018.1 12.7 12.8 6.0 99.0
1999 05 30 17 250 2.3 2.9 1.79 10.00 7.52 999 1018.3 12.8 12.8 6.6 99.0
1999 05 30 18 230 2.2 2.7 2.12 11.11 8.33 999 1018.4 13.0 13.0 6.9 99.0
1999 05 30 19 225 3.6 4.4 2.17 11.11 8.34 999 1018.6 12.8 13.2 7.5 99.0
1999 05 30 20 222 2.9 3.6 2.22 11.11 8.46 999 1018.4 13.0 13.4 8.2 99.0
1999 05 30 21 247 3.5 4.2 2.30 12.50 8.88 999 1018.3 13.1 13.6 8.0 99.0
1999 05 30 22 243 3.4 4.2 2.29 12.50 9.02 999 1018.1 13.2 13.8 8.4 99.0
1999 05 30 23 267 4.1 5.0 2.14 12.50 8.70 999 1017.7 13.2 13.8 9.2 99.0
1999 05 31 00 265 3.6 4.4 2.48 11.11 9.26 999 1017.6 13.1 13.7 9.7 99.0
1999 05 31 01 261 3.2 3.9 2.02 12.50 8.91 999 1017.3 13.1 13.8 9.8 99.0
1999 05 31 02 272 4.4 5.3 1.87 11.11 8.73 999 1016.8 13.0 13.7 9.9 99.0
1999 05 31 03 268 3.9 4.8 1.83 11.11 8.77 999 1017.5 12.9 13.6 9.4 99.0
1999 05 31 04 262 3.9 4.8 2.03 11.11 9.10 999 1018.0 12.7 13.5 9.9 99.0
1999 05 31 05 266 3.7 4.7 1.94 11.11 8.78 999 1018.6 12.9 13.4 9.9 99.0
1999 05 31 06 263 3.8 4.7 2.15 11.11 9.11 999 1019.2 12.9 13.4 10.1 99.0
1999 05 31 07 264 3.7 4.6 2.03 12.50 9.04 999 1019.6 12.9 13.5 10.4 99.0
1999 05 31 08 256 2.9 3.7 1.91 11.11 8.99 999 1019.5 13.1 13.5 9.0 99.0
1999 05 31 09 261 3.1 4.3 2.07 12.50 9.42 999 1019.2 13.1 13.5 9.6 99.0
1999 05 31 10 239 3.0 3.9 1.95 12.50 9.70 999 1019.0 13.1 13.5 7.4 99.0
1999 05 31 11 268 2.8 4.4 1.85 16.67 9.72 999 1018.9 13.1 13.4 7.1 99.0
1999 05 31 12 314 1.6 2.9 1.81 12.50 9.85 999 1018.9 13.1 13.4 7.4 99.0
1999 05 31 13 337 3.0 3.8 1.72 12.50 9.68 999 1019.0 13.0 13.5 7.4 99.0
1999 05 31 14 320 2.5 4.6 1.56 16.67 9.77 999 1019.3 12.8 13.5 7.0 99.0
1999 05 31 15 360 1.6 2.9 1.65 12.50 9.92 999 1019.4 12.9 13.5 7.4 99.0
1999 05 31 16 325 2.3 3.1 1.53 12.50 9.70 999 1019.8 13.0 13.5 8.0 99.0
1999 05 31 17 314 1.7 2.7 2.01 12.50 10.55 999 1019.9 13.0 13.5 8.4 99.0
1999 05 31 18 267 2.0 3.1 1.98 12.50 10.74 999 1019.7 13.1 13.3 8.2 99.0
1999 05 31 19 275 3.0 3.7 1.79 12.50 9.71 999 1020.0 13.2 13.4 8.5 99.0
1999 05 31 20 273 3.9 4.8 2.01 12.50 10.03 999 1019.7 13.3 13.6 8.5 99.0
1999 05 31 21 279 4.7 5.6 2.17 12.50 10.34 999 1019.6 13.3 13.7 8.6 99.0
1999 05 31 22 276 4.7 5.7 1.89 12.50 9.84 999 1019.4 13.4 13.9 8.5 99.0
1999 05 31 23 266 4.2 5.0 1.62 16.67 9.00 999 1019.3 13.5 13.9 8.1 99.0
1999 06 01 00 280 5.4 6.4 1.61 12.50 8.68 999 1018.6 13.4 13.9 8.1 99.0
1999 06 01 01 288 4.8 5.8 1.68 14.29 8.68 999 1018.3 13.5 13.9 7.7 99.0
1999 06 01 02 280 4.4 5.2 1.46 16.67 8.94 999 1018.1 13.5 13.9 7.6 99.0
1999 06 01 03 288 5.3 6.5 1.58 20.00 9.82 999 1018.1 13.4 14.1 8.0 99.0
1999 06 01 04 304 5.3 6.1 1.48 16.67 9.35 999 1018.0 13.4 13.9 8.7 99.0
1999 06 01 05 303 5.1 6.1 1.44 16.67 9.12 999 1018.4 13.4 13.8 8.6 99.0
1999 06 01 06 309 5.4 6.7 1.52 16.67 9.07 999 1018.2 13.3 13.7 9.1 99.0
1999 06 01 07 308 4.5 5.6 1.67 14.29 8.97 999 1017.9 13.2 13.6 9.2 99.0
1999 06 01 08 312 4.2 4.9 1.61 16.67 8.72 999 1017.4 13.2 13.6 9.4 99.0
1999 06 01 09 311 4.0 4.9 1.48 14.29 8.13 999 1017.4 13.3 13.8 9.5 99.0
1999 06 01 10 271 3.6 4.2 1.46 16.67 8.49 999 1017.8 13.2 13.8 10.0 99.0
1999 06 01 11 289 4.3 5.3 1.41 16.67 8.59 999 1016.9 13.2 13.9 10.0 99.0
1999 06 01 12 292 5.8 7.4 1.28 14.29 8.04 999 1016.2 13.2 13.9 9.6 99.0
1999 06 01 13 287 5.5 6.5 1.45 20.00 8.22 999 1016.5 13.2 13.9 9.7 99.0
1999 06 01 14 286 4.8 5.6 1.36 14.29 7.83 999 1017.2 13.2 13.8 9.8 99.0
1999 06 01 15 272 3.7 4.5 1.32 14.29 7.74 999 1017.9 13.3 13.8 10.0 99.0
1999 06 01 16 277 3.7 4.3 1.27 11.11 7.73 999 1017.8 13.2 13.8 10.2 99.0
1999 06 01 17 252 3.4 4.1 1.53 20.00 9.21 999 1018.3 13.2 13.8 10.2 99.0
1999 06 01 18 291 3.0 3.6 1.26 14.29 7.97 999 1017.7 13.3 13.9 10.4 99.0
1999 06 01 19 303 3.4 4.0 1.31 11.11 7.74 999 1017.4 13.3 14.1 10.4 99.0
1999 06 01 20 290 2.9 3.6 1.45 20.00 8.48 999 1017.6 13.4 14.2 10.5 99.0
1999 06 01 21 300 3.8 4.7 1.49 20.00 8.47 999 1017.4 13.2 14.1 10.5 99.0
1999 06 01 22 296 4.5 5.3 1.50 11.11 7.51 999 1016.5 13.5 14.2 10.3 99.0
1999 06 01 23 309 3.8 4.7 1.58 16.67 8.67 999 1016.3 13.6 14.2 9.6 99.0
1999 06 02 00 310 5.0 6.2 1.48 16.67 8.07 999 1015.2 13.6 14.3 9.9 99.0
1999 06 02 01 300 4.8 5.5 1.44 16.67 8.06 999 1015.2 13.5 14.1 10.1 99.0
1999 06 02 02 304 5.7 7.5 1.25 14.29 7.51 999 1014.7 13.6 13.7 10.0 99.0
1999 06 02 03 309 4.3 5.3 1.26 16.67 8.06 999 1014.9 13.5 13.4 10.2 99.0
1999 06 02 04 303 4.9 6.0 1.26 14.29 8.30 999 1014.9 13.6 13.7 10.3 99.0
1999 06 02 05 289 4.2 5.2 1.37 16.67 8.87 999 1015.3 13.5 13.8 10.5 99.0
1999 06 02 06 300 5.4 6.5 1.35 16.67 8.87 999 1014.8 13.6 13.7 10.2 99.0
1999 06 02 07 286 3.6 4.4 1.47 16.67 9.25 999 1014.6 13.5 13.8 10.3 99.0
1999 06 02 08 279 4.7 5.4 1.41 16.67 8.93 999 1014.5 13.4 13.8 10.4 99.0
1999 06 02 09 289 5.0 6.0 1.34 16.67 7.93 999 1014.2 13.5 13.8 10.5 99.0
1999 06 02 10 276 5.5 6.7 1.33 16.67 7.88 999 1014.2 13.5 13.7 10.8 99.0
1999 06 02 11 280 5.7 6.6 1.35 14.29 7.40 999 1013.3 13.4 13.5 10.9 99.0
1999 06 02 12 267 4.4 5.0 1.43 16.67 7.42 999 1013.7 13.6 13.4 10.4 99.0
1999 06 02 13 258 3.6 4.2 1.30 16.67 7.25 999 1014.2 13.4 13.4 10.9 99.0
1999 06 02 14 258 3.9 4.6 1.27 16.67 7.04 999 1014.6 13.4 13.6 11.1 99.0
1999 06 02 15 244 3.8 4.4 1.26 16.67 7.76 999 1014.8 13.5 13.7 11.3 99.0
1999 06 02 16 234 3.7 4.1 1.16 16.67 7.84 999 1015.0 13.6 13.8 11.5 99.0
1999 06 02 17 217 3.2 3.7 1.23 16.67 8.19 999 1015.5 13.6 13.9 11.8 99.0
1999 06 02 18 232 4.7 5.4 1.51 16.67 9.39 999 1015.8 13.7 14.0 10.9 99.0
1999 06 02 19 225 4.6 5.7 1.46 16.67 9.09 999 1016.4 13.9 14.1 11.1 99.0
1999 06 02 20 224 4.5 5.7 1.49 16.67 8.75 999 1016.5 14.1 14.2 11.0 99.0
1999 06 02 21 217 6.1 7.1 1.67 16.67 8.68 999 1016.4 14.1 14.3 11.7 99.0
1999 06 02 22 212 6.1 7.2 1.57 16.67 7.86 999 1016.5 14.2 14.2 11.8 99.0
1999 06 02 23 218 5.3 6.2 1.67 16.67 8.49 999 1016.5 14.3 14.3 12.2 99.0
1999 06 03 00 233 4.6 5.7 1.62 20.00 8.80 999 1016.4 14.3 14.2 12.2 99.0
1999 06 03 01 242 3.8 4.6 1.46 14.29 8.58 999 1016.2 14.3 14.1 12.0 99.0
1999 06 03 02 241 4.1 4.9 1.60 16.67 9.65 999 1016.0 14.1 14.1 12.2 99.0
1999 06 03 03 243 3.6 4.1 1.64 20.00 10.26 999 1016.1 14.1 14.0 12.2 99.0
1999 06 03 04 256 4.6 5.3 1.24 14.29 8.69 999 1016.2 14.0 14.0 12.3 99.0
1999 06 03 05 315 9.1 11.6 1.79 20.00 10.66 999 1016.6 12.7 13.9 11.6 99.0
1999 06 03 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 06 03 07 312 7.7 9.2 1.76 20.00 6.73 999 1016.8 12.6 13.6 10.3 99.0
1999 06 03 08 302 6.4 7.7 2.05 20.00 7.36 999 1016.6 13.0 13.3 9.1 99.0
1999 06 03 09 291 6.7 8.4 1.83 20.00 7.90 999 1016.2 13.0 13.3 8.9 99.0
1999 06 03 10 299 9.0 10.9 2.10 20.00 7.46 999 1016.0 13.0 13.3 7.3 99.0
1999 06 03 11 301 8.8 10.4 2.15 20.00 6.88 999 1016.0 13.0 13.3 6.9 99.0
1999 06 03 12 307 9.9 11.6 2.50 20.00 6.83 999 1016.1 12.9 13.2 7.2 99.0
1999 06 03 13 309 8.2 9.7 2.27 16.67 6.25 999 1016.6 13.0 13.2 5.8 99.0
1999 06 03 14 310 7.7 9.2 2.21 20.00 6.54 999 1016.9 13.0 13.1 7.1 99.0
1999 06 03 15 299 7.0 8.3 2.03 20.00 6.27 999 1017.5 13.0 13.2 7.3 99.0
1999 06 03 16 308 7.4 8.9 2.08 16.67 7.11 999 1017.9 13.0 13.3 7.7 99.0
1999 06 03 17 304 7.1 8.5 2.24 20.00 7.27 999 1018.1 13.2 13.3 6.9 99.0
1999 06 03 18 303 7.3 8.4 2.14 16.67 7.14 999 1018.1 13.2 13.4 6.9 99.0
1999 06 03 19 299 6.2 7.1 2.22 20.00 7.28 999 1018.4 13.1 13.6 7.6 99.0
1999 06 03 20 300 6.6 7.8 2.12 16.67 7.05 999 1018.2 13.1 13.6 8.1 99.0
1999 06 03 21 280 6.8 7.8 2.64 16.67 7.94 999 1018.1 13.1 13.7 6.9 99.0
1999 06 03 22 279 6.6 7.8 2.35 16.67 7.07 999 1017.9 13.0 13.7 7.0 99.0
1999 06 03 23 277 7.9 9.5 2.40 16.67 7.05 999 1017.7 13.0 13.7 7.8 99.0
1999 06 04 00 288 8.7 10.4 2.51 16.67 6.97 999 1017.5 13.1 13.7 7.7 99.0
1999 06 04 01 289 8.7 10.7 2.56 16.67 7.11 999 1017.1 13.2 13.6 7.8 99.0
1999 06 04 02 284 9.6 11.7 2.69 16.67 6.70 999 1016.8 13.0 13.5 8.4 99.0
1999 06 04 03 285 9.9 11.7 2.68 16.67 6.80 999 1016.7 13.0 13.5 8.4 99.0
1999 06 04 04 288 10.0 12.1 2.47 16.67 6.04 999 1017.1 13.0 13.5 8.5 99.0
1999 06 04 05 294 11.3 13.9 2.48 16.67 6.15 999 1017.7 13.0 13.5 8.1 99.0
1999 06 04 06 293 9.1 11.8 2.44 16.67 6.12 999 1017.9 13.0 13.4 8.9 99.0
1999 06 04 07 290 9.9 11.9 2.55 16.67 6.27 999 1017.4 13.1 13.3 9.3 99.0
1999 06 04 08 284 9.7 11.4 2.61 16.67 6.51 999 1017.1 13.2 13.4 9.7 99.0
1999 06 04 09 291 10.4 12.3 2.77 16.67 6.76 999 1016.6 13.1 13.6 9.7 99.0
1999 06 04 10 288 11.2 13.5 2.78 16.67 6.43 999 1016.6 12.8 13.7 8.7 99.0
1999 06 04 11 297 9.5 12.3 2.83 16.67 6.64 999 1016.9 13.0 13.6 8.9 99.0
1999 06 04 12 297 11.7 14.0 2.89 16.67 6.44 999 1017.1 13.2 13.7 8.1 99.0
1999 06 04 13 302 10.5 12.8 2.81 16.67 6.15 999 1017.4 13.2 13.7 8.2 99.0
1999 06 04 14 293 8.2 10.5 2.95 16.67 7.14 999 1018.1 13.1 13.7 9.4 99.0
1999 06 04 15 293 9.8 11.5 2.73 16.67 6.48 999 1018.3 13.1 13.7 9.9 99.0
1999 06 04 16 300 9.1 11.5 2.58 16.67 6.26 999 1019.1 13.2 13.7 9.1 99.0
1999 06 04 17 295 9.1 11.8 2.70 16.67 6.26 999 1019.1 13.1 13.8 8.9 99.0
1999 06 04 18 294 8.7 10.5 2.98 16.67 6.91 999 1019.4 13.1 13.8 8.6 99.0
1999 06 04 19 296 9.2 10.9 2.81 16.67 6.68 999 1019.8 13.1 13.9 9.0 99.0
1999 06 04 20 301 9.0 10.9 3.00 16.67 7.12 999 1019.7 13.1 13.9 9.5 99.0
1999 06 04 21 311 10.2 12.3 2.91 7.69 6.62 999 1019.0 13.1 13.9 9.4 99.0
1999 06 04 22 302 9.8 12.3 2.96 9.09 6.67 999 1018.8 13.1 13.9 9.6 99.0
1999 06 04 23 303 9.0 11.1 3.04 9.09 6.80 999 1018.9 13.0 13.9 9.7 99.0
1999 06 05 00 304 7.6 9.3 2.93 9.09 6.63 999 1018.7 13.1 13.9 10.1 99.0
1999 06 05 01 305 7.4 9.1 2.98 8.33 6.81 999 1018.7 13.1 13.9 9.8 99.0
1999 06 05 02 296 7.0 8.9 2.88 7.69 7.01 999 1018.4 13.0 13.7 10.1 99.0
1999 06 05 03 296 7.6 9.3 2.53 16.67 6.93 999 1018.5 13.1 13.6 9.8 99.0
1999 06 05 04 306 6.9 8.4 2.34 16.67 6.39 999 1018.8 13.1 13.4 9.5 99.0
1999 06 05 05 306 7.7 9.3 2.31 16.67 6.59 999 1019.1 13.0 13.4 9.8 99.0
1999 06 05 06 300 7.0 8.7 2.43 16.67 7.04 999 1019.0 13.0 13.2 9.6 99.0
1999 06 05 07 295 6.5 7.9 2.18 16.67 6.61 999 1018.7 12.9 13.2 9.4 99.0
1999 06 05 08 298 5.8 7.4 2.19 16.67 6.98 999 1018.6 12.8 13.2 9.2 99.0
1999 06 05 09 296 6.2 8.0 2.26 16.67 6.92 999 1018.2 12.8 13.2 9.6 99.0
1999 06 05 10 297 6.0 7.5 2.31 16.67 7.03 999 1017.7 12.8 13.2 9.7 99.0
1999 06 05 11 297 5.9 7.2 2.39 16.67 6.87 999 1017.5 12.7 13.2 10.0 99.0
1999 06 05 12 295 6.0 8.1 2.20 9.09 6.66 999 1017.7 12.9 13.2 10.0 99.0
1999 06 05 13 297 5.7 7.8 2.20 16.67 7.03 999 1017.9 12.7 13.2 9.6 99.0
1999 06 05 14 306 5.0 6.3 2.14 14.29 6.92 999 1018.5 12.7 13.1 9.9 99.0
1999 06 05 15 301 5.0 6.8 1.99 16.67 6.57 999 1019.0 12.6 13.1 10.0 99.0
1999 06 05 16 302 6.0 7.4 1.87 16.67 6.71 999 1019.5 12.6 13.1 10.0 99.0
1999 06 05 17 313 5.0 6.3 1.78 16.67 6.63 999 1019.4 12.6 13.1 10.2 99.0
1999 06 05 18 315 5.8 6.6 1.52 16.67 6.27 999 1019.4 12.8 13.2 10.4 99.0
1999 06 05 19 295 5.9 7.0 1.50 14.29 6.01 999 1019.7 12.8 13.2 10.6 99.0
1999 06 05 20 295 5.3 6.3 1.59 16.67 6.74 999 1019.4 12.7 13.1 10.4 99.0
1999 06 05 21 295 6.0 7.1 1.55 16.67 6.42 999 1019.1 13.0 13.2 10.4 99.0
1999 06 05 22 305 6.1 7.0 1.52 14.29 6.39 999 1018.6 13.1 13.4 10.8 99.0
1999 06 05 23 304 5.9 7.8 1.63 14.29 6.26 999 1018.2 13.1 13.4 10.7 99.0
1999 06 06 00 291 6.3 7.9 1.71 14.29 6.68 999 1018.0 13.1 13.4 11.1 99.0
1999 06 06 01 294 7.3 8.9 1.61 14.29 6.38 999 1017.5 13.0 13.4 10.9 99.0
1999 06 06 02 299 7.4 9.2 1.71 14.29 6.32 999 1017.4 12.9 13.4 11.0 99.0
1999 06 06 03 298 8.1 10.1 1.65 14.29 5.93 999 1017.5 12.7 13.4 10.7 99.0
1999 06 06 04 294 8.3 10.5 1.68 14.29 5.71 999 1017.6 12.7 13.3 10.8 99.0
1999 06 06 05 302 8.8 10.4 1.61 14.29 5.50 999 1018.0 12.7 13.4 10.9 99.0
1999 06 06 06 304 7.7 9.0 1.61 16.67 5.51 999 1018.2 12.4 13.4 10.8 99.0
1999 06 06 07 318 7.0 8.6 1.49 14.29 5.52 999 1017.9 12.5 13.4 11.0 99.0
1999 06 06 08 308 7.1 8.9 1.60 14.29 5.75 999 1018.0 12.4 13.4 11.0 99.0
1999 06 06 09 302 6.1 8.0 1.41 14.29 5.42 999 1017.9 12.4 13.5 11.1 99.0
1999 06 06 10 314 6.5 8.0 1.64 16.67 6.01 999 1017.4 12.2 13.5 11.1 99.0
1999 06 06 11 308 6.9 8.7 1.78 14.29 6.02 999 1017.2 12.3 13.6 11.2 99.0
1999 06 06 12 314 6.1 7.6 1.76 14.29 5.95 999 1017.1 12.5 13.5 11.4 99.0
1999 06 06 13 304 6.0 7.3 1.65 14.29 5.80 999 1017.6 12.6 13.6 11.3 99.0
1999 06 06 14 299 6.6 8.1 1.82 8.33 5.92 999 1017.8 12.7 13.5 11.4 99.0
1999 06 06 15 300 7.5 9.2 1.81 8.33 6.02 999 1017.8 12.7 13.6 11.4 99.0
1999 06 06 16 314 8.1 9.6 1.75 16.67 5.98 999 1017.8 12.7 13.6 11.4 99.0
