YY MM DD hh mm WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS TIDE
2016 01 02 04 50 184 2.5 3.4 1.56 17.39 8.74 283 1019.0 14.3 15.3 999.0 99.0 99.00
2016 01 02 05 50 232 5.0 5.8 1.72 17.39 10.04 299 1019.1 14.3 15.3 999.0 99.0 99.00
2016 01 02 06 50 262 4.5 5.6 1.66 17.39 10.07 285 1019.2 14.0 15.3 999.0 99.0 99.00
2016 01 02 07 50 272 3.9 4.9 1.67 17.39 10.43 292 1018.8 14.0 15.3 999.0 99.0 99.00
2016 01 02 08 50 272 4.1 5.2 2.02 17.39 11.37 290 1018.8 13.9 15.3 999.0 99.0 99.00
2016 01 02 09 50 278 4.2 5.2 1.49 17.39 9.68 270 1018.9 13.8 15.3 999.0 99.0 99.00
2016 01 02 10 50 311 3.1 4.2 1.72 16.00 11.15 292 1018.6 13.7 15.3 999.0 99.0 99.00
2016 01 02 11 50 303 2.3 3.5 1.37 16.00 9.83 293 1018.2 13.6 15.3 999.0 99.0 99.00
2016 01 02 12 50 281 1.3 2.4 2.32 16.00 12.71 299 1018.1 13.5 15.3 999.0 99.0 99.00
2016 01 02 13 50 310 0.8 1.5 1.65 16.00 10.99 295 1018.1 13.5 15.3 999.0 99.0 99.00
2016 01 02 14 50 282 0.6 1.2 1.54 16.00 10.94 279 1018.5 13.5 15.3 999.0 99.0 99.00
2016 01 02 15 50 122 1.2 2.2 1.52 16.00 10.71 288 1018.3 13.7 15.3 999.0 99.0 99.00
2016 01 02 16 50 187 1.5 2.1 1.64 16.00 11.38 293 1019.0 13.7 15.3 999.0 99.0 99.00
2016 01 02 17 50 155 2.2 3.1 1.37 16.00 10.93 293 1019.4 14.2 15.4 999.0 99.0 99.00
2016 01 02 18 50 202 2.6 3.4 1.45 16.00 11.31 287 1019.0 14.2 15.6 999.0 99.0 99.00
2016 01 02 19 50 184 1.9 2.4 1.63 13.79 11.89 293 1018.1 14.3 15.7 999.0 99.0 99.00
2016 01 02 20 50 160 1.9 2.8 1.65 14.81 11.90 297 1017.3 14.1 15.9 999.0 99.0 99.00
2016 01 02 21 50 233 4.3 5.3 1.53 14.81 12.11 306 1017.2 14.4 15.8 999.0 99.0 99.00
2016 01 02 22 50 199 3.5 4.6 1.66 13.79 12.10 295 1016.6 14.5 15.7 999.0 99.0 99.00
2016 01 02 23 50 187 2.6 3.7 1.51 14.81 11.79 294 1016.5 14.5 15.6 999.0 99.0 99.00
2016 01 03 00 50 204 2.3 3.3 1.39 14.81 11.74 299 1016.5 14.8 15.6 999.0 99.0 99.00
2016 01 03 01 50 188 2.9 4.3 1.62 13.79 11.99 304 1016.7 14.8 15.5 999.0 99.0 99.00
2016 01 03 02 50 148 2.7 3.5 1.39 14.81 11.56 300 1016.8 14.8 15.5 999.0 99.0 99.00
2016 01 03 03 50 165 2.0 2.9 1.60 14.81 12.04 286 1017.1 14.9 15.5 999.0 99.0 99.00
2016 01 03 04 50 153 3.7 4.3 1.65 14.81 12.00 283 1017.3 14.8 15.5 999.0 99.0 99.00
2016 01 03 05 50 147 3.7 4.8 1.56 14.81 11.44 280 1017.4 14.8 15.4 999.0 99.0 99.00
2016 01 03 06 50 152 3.8 4.8 1.44 13.79 11.14 290 1017.2 14.8 15.4 999.0 99.0 99.00
2016 01 03 07 50 157 4.8 6.0 1.46 13.79 11.18 272 1016.9 14.8 15.4 999.0 99.0 99.00
2016 01 03 08 50 161 4.1 5.2 1.39 13.79 10.30 293 1016.6 14.8 15.4 999.0 99.0 99.00
2016 01 03 09 50 146 5.2 6.1 1.19 14.81 9.12 274 1016.1 14.7 15.4 999.0 99.0 99.00
2016 01 03 10 50 133 5.6 6.7 1.37 14.81 10.02 240 1015.3 14.6 15.4 999.0 99.0 99.00
2016 01 03 11 50 141 4.7 6.0 1.30 13.79 9.62 197 1015.1 14.6 15.4 999.0 99.0 99.00
2016 01 03 12 50 139 5.4 6.6 1.37 14.81 9.02 241 1014.0 14.5 15.4 999.0 99.0 99.00
2016 01 03 13 50 142 6.0 7.1 1.47 19.05 9.82 325 1014.2 14.7 15.4 999.0 99.0 99.00
2016 01 03 14 50 148 6.5 7.8 1.45 14.81 8.52 286 1014.6 14.7 15.4 999.0 99.0 99.00
2016 01 03 15 50 151 6.9 8.3 1.57 19.05 8.18 294 1014.6 14.8 15.4 999.0 99.0 99.00
2016 01 03 16 50 153 7.7 9.2 1.70 17.39 7.81 95 1014.6 15.0 15.4 999.0 99.0 99.00
2016 01 03 17 50 141 8.1 10.3 1.50 17.39 6.83 110 1014.8 15.3 15.4 999.0 99.0 99.00
2016 01 03 18 50 140 8.2 10.0 1.64 17.39 6.48 281 1013.8 15.4 15.4 999.0 99.0 99.00
2016 01 03 19 50 135 9.6 11.8 1.98 17.39 7.16 320 1011.6 15.6 15.5 999.0 99.0 99.00
2016 01 03 20 50 132 10.3 12.2 1.95 14.81 6.39 257 1009.7 15.6 15.5 999.0 99.0 99.00
2016 01 03 21 50 138 9.0 11.3 2.20 16.00 6.66 286 1009.6 15.6 15.5 999.0 99.0 99.00
2016 01 03 22 50 136 9.7 11.9 2.01 16.00 6.08 278 1009.2 15.6 15.5 999.0 99.0 99.00
2016 01 03 23 50 116 8.6 10.6 2.37 16.00 6.61 288 1008.3 15.2 15.5 999.0 99.0 99.00
2016 01 04 00 50 132 10.1 12.3 2.53 16.00 6.55 285 1008.8 15.4 15.5 999.0 99.0 99.00
2016 01 04 01 50 135 9.8 12.5 2.69 16.00 6.96 122 1008.5 15.5 15.4 999.0 99.0 99.00
2016 01 04 02 50 126 9.2 12.0 2.59 16.00 6.44 294 1007.6 15.5 15.4 999.0 99.0 99.00
2016 01 04 03 50 113 9.6 11.8 2.54 16.00 6.41 299 1007.1 15.5 15.4 999.0 99.0 99.00
2016 01 04 04 50 108 9.7 11.5 2.74 14.81 6.44 285 1007.0 15.6 15.4 999.0 99.0 99.00
2016 01 04 05 50 113 10.6 13.2 2.60 14.81 6.49 294 1006.2 15.7 15.4 999.0 99.0 99.00
2016 01 04 06 50 130 9.9 11.9 2.81 16.00 6.67 268 1005.8 15.2 15.4 999.0 99.0 99.00
2016 01 04 07 50 127 9.6 11.4 3.06 14.81 6.74 270 1004.9 15.6 15.4 999.0 99.0 99.00
2016 01 04 08 50 133 9.5 12.5 2.84 6.25 6.12 146 1004.0 15.4 15.4 999.0 99.0 99.00
2016 01 04 09 50 136 10.0 12.6 3.15 14.81 6.63 285 1003.4 15.5 15.4 999.0 99.0 99.00
2016 01 04 10 50 133 8.4 10.3 3.03 16.00 6.55 243 1003.6 15.4 15.4 999.0 99.0 99.00
2016 01 04 11 50 143 4.9 6.4 3.12 16.00 7.28 268 1003.5 15.5 15.4 999.0 99.0 99.00
2016 01 04 12 50 126 3.0 3.9 3.24 14.81 7.54 288 1003.8 15.2 15.4 999.0 99.0 99.00
2016 01 04 13 50 103 1.5 2.7 3.35 7.69 7.45 179 1004.5 15.2 15.4 999.0 99.0 99.00
2016 01 04 14 50 49 2.0 3.0 3.32 14.81 7.85 291 1005.6 15.2 15.4 999.0 99.0 99.00
2016 01 04 15 50 20 2.3 3.5 3.18 13.79 7.79 275 1006.6 15.3 15.4 999.0 99.0 99.00
2016 01 04 16 50 1 3.1 4.1 3.25 14.81 8.22 306 1007.7 15.5 15.4 999.0 99.0 99.00
2016 01 04 17 50 345 2.7 3.6 2.84 14.81 8.13 299 1008.8 15.5 15.4 999.0 99.0 99.00
2016 01 04 18 50 360 2.9 4.0 2.87 13.79 8.34 282 1008.9 15.3 15.5 999.0 99.0 99.00
2016 01 04 19 50 354 4.0 5.0 3.12 13.79 8.60 295 1008.4 15.2 15.7 999.0 99.0 99.00
2016 01 04 20 50 297 2.3 3.3 3.46 13.79 9.34 304 1008.6 15.4 15.7 999.0 99.0 99.00
2016 01 04 21 50 279 3.7 5.0 3.40 14.81 9.19 303 1008.4 15.5 15.7 999.0 99.0 99.00
2016 01 04 22 50 328 3.3 4.7 3.49 14.81 9.57 301 1008.8 15.4 15.7 999.0 99.0 99.00
2016 01 04 23 50 312 4.5 5.9 3.87 14.81 10.47 298 1009.2 15.3 15.7 999.0 99.0 99.00
2016 01 05 00 50 297 4.6 7.1 4.04 14.81 10.43 297 1009.8 15.3 15.6 999.0 99.0 99.00
2016 01 05 01 50 298 3.6 4.9 3.74 14.81 9.85 298 1010.0 15.2 15.6 999.0 99.0 99.00
2016 01 05 02 50 274 5.6 7.4 3.73 14.81 9.75 297 1010.8 15.2 15.6 999.0 99.0 99.00
2016 01 05 03 50 268 4.3 5.9 3.68 14.81 9.72 288 1011.3 15.1 15.5 999.0 99.0 99.00
2016 01 05 04 50 248 3.6 5.3 3.79 14.81 9.82 290 1011.6 15.3 15.5 999.0 99.0 99.00
2016 01 05 05 50 225 3.9 4.9 3.50 14.81 9.55 293 1011.9 15.3 15.4 999.0 99.0 99.00
2016 01 05 06 50 202 4.2 5.1 3.42 13.79 9.59 285 1011.8 15.3 15.4 999.0 99.0 99.00
2016 01 05 07 50 185 4.0 5.0 3.55 13.79 9.84 287 1011.6 15.4 15.4 999.0 99.0 99.00
2016 01 05 08 50 176 5.4 6.8 3.57 13.79 10.02 271 1011.1 15.5 15.5 999.0 99.0 99.00
2016 01 05 09 50 180 7.3 9.1 3.58 13.79 10.09 279 1010.6 15.5 15.5 999.0 99.0 99.00
2016 01 05 10 50 169 6.4 8.0 3.37 13.79 9.39 272 1010.1 15.5 15.4 999.0 99.0 99.00
2016 01 05 11 50 181 7.0 8.4 3.54 13.79 9.55 269 1009.9 15.6 15.4 999.0 99.0 99.00
2016 01 05 12 50 192 7.3 8.4 3.05 13.79 9.15 274 1009.9 15.8 15.3 999.0 99.0 99.00
2016 01 05 13 50 191 6.8 8.4 3.10 12.12 8.91 268 1009.4 15.7 15.4 999.0 99.0 99.00
2016 01 05 14 50 185 9.7 11.6 3.22 13.79 9.04 274 1008.9 15.4 15.5 999.0 99.0 99.00
2016 01 05 15 50 171 6.9 8.9 3.03 13.79 8.52 270 1009.2 15.9 15.5 999.0 99.0 99.00
2016 01 05 16 50 186 7.9 10.1 3.22 13.79 8.80 271 1009.4 16.0 15.6 999.0 99.0 99.00
2016 01 05 17 50 193 8.9 11.9 2.99 13.79 8.00 285 1010.1 16.0 15.6 999.0 99.0 99.00
2016 01 05 18 50 239 8.5 10.6 2.96 12.12 7.25 280 1010.5 15.4 15.6 999.0 99.0 99.00
2016 01 05 19 50 245 7.0 9.0 3.06 13.79 8.05 272 1010.0 15.6 15.6 999.0 99.0 99.00
2016 01 05 20 50 276 9.1 10.6 3.37 13.79 8.75 293 1009.5 15.7 15.6 999.0 99.0 99.00
2016 01 05 21 50 302 10.2 13.1 3.46 13.79 8.18 288 1009.6 14.1 15.4 999.0 99.0 99.00
2016 01 05 22 50 297 9.5 11.2 3.18 13.79 7.53 276 1010.1 15.2 15.4 999.0 99.0 99.00
2016 01 05 23 50 298 11.2 14.3 3.31 14.81 8.12 286 1010.7 15.4 15.4 999.0 99.0 99.00
2016 01 06 00 50 300 10.6 12.9 3.61 12.12 8.11 291 1011.5 15.2 15.4 999.0 99.0 99.00
2016 01 06 01 50 302 9.8 12.1 3.44 13.79 7.88 293 1012.3 15.0 15.3 999.0 99.0 99.00
2016 01 06 02 50 299 9.6 11.5 3.52 21.05 7.67 321 1012.9 15.0 15.3 999.0 99.0 99.00
2016 01 06 03 50 293 9.8 11.8 4.29 21.05 9.25 308 1013.7 14.9 15.3 999.0 99.0 99.00
2016 01 06 04 50 296 10.0 11.9 3.73 21.05 8.16 269 1014.5 14.9 15.3 999.0 99.0 99.00
2016 01 06 05 50 302 9.1 11.3 4.32 19.05 8.94 317 1015.1 14.8 15.3 999.0 99.0 99.00
2016 01 06 06 50 298 9.2 11.4 99.00 99.00 99.00 999 1015.6 14.7 15.3 999.0 99.0 99.00
2016 01 06 07 50 297 7.9 9.6 3.98 19.05 8.43 310 1015.7 14.7 15.3 999.0 99.0 99.00
2016 01 06 08 50 286 7.8 10.1 4.81 19.05 9.99 307 1015.4 14.7 15.3 999.0 99.0 99.00
2016 01 06 09 50 279 8.4 11.2 4.33 19.05 9.94 312 1015.2 14.8 15.4 999.0 99.0 99.00
2016 01 06 10 50 270 7.7 10.6 4.34 17.39 10.07 288 1015.1 14.9 15.4 999.0 99.0 99.00
2016 01 06 11 50 260 7.2 8.8 4.73 19.05 10.44 276 1015.2 15.0 15.5 999.0 99.0 99.00
2016 01 06 13 50 240 8.2 10.2 5.03 17.39 10.92 281 1015.2 15.2 15.5 999.0 99.0 99.00
2016 01 06 14 50 233 7.7 9.6 4.53 17.39 10.11 266 1016.0 15.3 15.5 999.0 99.0 99.00
2016 01 06 15 50 211 8.1 9.9 4.27 19.05 9.67 297 1016.0 15.5 15.5 999.0 99.0 99.00
2016 01 06 16 50 214 9.0 10.8 5.01 19.05 10.13 278 1016.5 15.7 15.6 999.0 99.0 99.00
2016 01 06 17 50 213 9.6 12.4 4.89 16.00 10.05 286 1016.6 16.1 15.5 999.0 99.0 99.00
2016 01 06 18 50 214 11.1 14.1 4.31 16.00 8.91 279 1015.6 16.0 15.6 999.0 99.0 99.00
2016 01 06 19 50 215 12.9 16.0 4.30 17.39 8.26 283 1014.0 16.1 15.6 999.0 99.0 99.00
2016 01 06 20 50 224 11.2 14.0 4.51 17.39 8.58 282 1013.1 15.8 15.6 999.0 99.0 99.00
2016 01 06 21 50 274 10.6 12.8 5.00 17.39 8.95 278 1013.4 13.8 15.5 999.0 99.0 99.00
2016 01 06 22 50 305 8.6 11.0 99.00 99.00 99.00 999 1013.6 13.9 15.6 999.0 99.0 99.00
2016 01 06 23 50 315 5.9 7.7 4.28 17.39 8.52 302 1013.7 13.6 15.5 999.0 99.0 99.00
2016 01 07 00 50 313 4.9 6.5 99.00 99.00 99.00 999 1013.7 13.7 15.4 999.0 99.0 99.00
2016 01 07 01 50 273 5.6 7.9 4.56 17.39 9.52 312 1014.2 14.0 15.3 999.0 99.0 99.00
2016 01 07 02 50 259 7.6 10.0 4.63 17.39 9.62 323 1014.2 14.5 15.3 999.0 99.0 99.00
2016 01 07 03 50 252 7.5 9.4 4.52 16.00 9.38 300 1014.0 14.7 15.3 999.0 99.0 99.00
2016 01 07 04 50 264 7.1 9.2 4.58 16.00 9.32 301 1014.2 15.0 15.2 999.0 99.0 99.00
2016 01 07 05 50 255 6.1 7.8 4.44 16.00 9.32 304 1014.1 15.1 15.3 999.0 99.0 99.00
2016 01 07 06 50 228 7.8 9.3 4.55 16.00 9.28 290 1014.1 15.0 15.3 999.0 99.0 99.00
2016 01 07 07 50 246 8.3 10.4 5.15 16.00 9.89 282 1013.7 15.0 15.4 999.0 99.0 99.00
2016 01 07 08 50 237 9.2 11.5 4.13 12.90 8.71 293 1013.4 14.8 15.4 999.0 99.0 99.00
2016 01 07 09 50 240 9.6 11.7 4.86 16.00 9.63 293 1012.5 14.8 15.4 999.0 99.0 99.00
2016 01 07 10 50 239 8.6 10.6 5.00 12.90 9.41 272 1012.2 14.7 15.4 999.0 99.0 99.00
2016 01 07 11 50 265 10.6 13.4 4.67 16.00 9.26 277 1011.6 14.2 15.4 999.0 99.0 99.00
2016 01 07 12 50 280 9.9 12.4 5.47 12.90 9.59 288 1011.5 14.9 15.3 999.0 99.0 99.00
2016 01 07 13 50 298 7.8 10.6 5.41 14.81 9.42 289 1012.3 14.4 15.3 999.0 99.0 99.00
2016 01 07 14 50 277 7.7 9.6 5.38 16.00 9.67 290 1013.2 14.4 15.3 999.0 99.0 99.00
2016 01 07 15 50 295 5.9 7.7 5.57 16.00 9.84 280 1013.7 13.6 15.3 999.0 99.0 99.00
2016 01 07 16 50 291 9.2 13.1 99.00 99.00 99.00 999 1014.5 14.3 15.3 999.0 99.0 99.00
2016 01 07 17 50 293 9.4 12.0 5.42 14.81 9.68 299 1015.3 13.5 15.3 999.0 99.0 99.00
2016 01 07 18 50 283 8.7 10.6 6.04 16.00 10.55 302 1015.6 13.7 15.3 999.0 99.0 99.00
2016 01 07 19 50 281 9.3 12.8 5.63 13.79 9.94 294 1014.8 13.8 15.3 999.0 99.0 99.00
2016 01 07 20 50 304 9.6 12.1 99.00 99.00 99.00 999 1014.4 13.8 15.4 999.0 99.0 99.00
2016 01 07 21 50 308 10.1 12.7 4.90 16.00 9.69 301 1014.1 14.2 15.4 999.0 99.0 99.00
2016 01 07 22 50 305 10.4 12.5 5.49 14.81 9.93 309 1014.2 14.2 15.4 999.0 99.0 99.00
2016 01 07 23 50 314 11.1 13.4 5.43 16.00 10.11 303 1014.6 14.3 15.4 999.0 99.0 99.00
2016 01 08 00 50 309 10.7 14.3 5.54 16.00 9.83 304 1015.0 14.2 15.3 999.0 99.0 99.00
2016 01 08 01 50 315 10.5 13.9 6.12 16.00 10.46 309 1015.1 14.2 15.3 999.0 99.0 99.00
2016 01 08 02 50 313 11.1 14.3 5.97 14.81 10.10 306 1015.5 14.2 15.3 999.0 99.0 99.00
2016 01 08 03 50 312 10.9 13.5 6.14 16.00 10.39 298 1015.8 14.1 15.3 999.0 99.0 99.00
2016 01 08 04 50 308 10.3 12.7 6.31 16.00 10.41 302 1016.1 14.2 15.3 999.0 99.0 99.00
2016 01 08 05 50 311 10.2 13.8 6.51 16.00 10.62 308 1016.6 14.2 15.3 999.0 99.0 99.00
2016 01 08 06 50 306 10.6 13.1 5.66 14.81 9.73 309 1016.5 14.2 15.2 999.0 99.0 99.00
2016 01 08 07 50 312 9.9 12.3 6.51 16.00 11.01 305 1016.2 14.1 15.2 999.0 99.0 99.00
2016 01 08 08 50 310 10.1 12.7 99.00 99.00 99.00 999 1015.8 14.0 15.2 999.0 99.0 99.00
2016 01 08 09 50 301 9.3 11.9 5.57 14.81 10.16 292 1015.9 14.0 15.1 999.0 99.0 99.00
2016 01 08 10 50 306 9.6 11.8 5.32 16.00 10.11 308 1015.9 14.0 15.1 999.0 99.0 99.00
2016 01 08 11 50 317 9.3 12.5 4.90 16.00 9.43 311 1015.9 13.9 15.1 999.0 99.0 99.00
2016 01 08 12 50 313 9.0 11.2 5.54 16.00 10.13 297 1016.1 13.9 15.1 999.0 99.0 99.00
2016 01 08 13 50 306 9.7 11.8 4.96 16.00 9.77 303 1016.3 13.9 15.1 999.0 99.0 99.00
2016 01 08 14 50 310 9.7 11.7 99.00 99.00 99.00 999 1016.8 13.9 15.2 999.0 99.0 99.00
2016 01 08 15 50 313 9.0 11.5 5.11 16.00 9.87 302 1017.1 14.0 15.1 999.0 99.0 99.00
2016 01 08 16 50 319 8.6 10.8 4.75 14.81 9.56 298 1017.7 14.1 15.2 999.0 99.0 99.00
2016 01 08 17 50 305 8.9 11.4 5.10 14.81 9.88 309 1018.8 14.2 15.1 999.0 99.0 99.00
2016 01 08 18 50 308 8.3 10.8 5.08 16.00 9.99 310 1018.5 14.2 15.2 999.0 99.0 99.00
2016 01 08 19 50 308 7.9 9.7 4.44 14.81 9.49 302 1018.2 14.2 15.2 999.0 99.0 99.00
2016 01 08 20 50 309 8.1 10.3 4.07 14.81 8.99 299 1018.0 14.2 15.2 999.0 99.0 99.00
2016 01 08 21 50 302 8.6 10.4 4.31 14.81 9.28 296 1017.9 14.2 15.2 999.0 99.0 99.00
2016 01 08 22 50 311 9.0 10.9 3.92 14.81 8.92 315 1018.3 14.2 15.2 999.0 99.0 99.00
2016 01 08 23 50 311 8.8 10.9 3.90 14.81 8.93 301 1018.4 14.2 15.2 999.0 99.0 99.00
2016 01 09 00 50 316 8.3 10.2 3.44 14.81 8.47 308 1018.8 14.3 15.2 999.0 99.0 99.00
2016 01 09 01 50 319 6.8 9.1 4.15 14.81 9.77 298 1019.1 14.2 15.2 999.0 99.0 99.00
2016 01 09 02 50 303 7.5 9.7 3.91 14.81 9.59 300 1019.8 14.2 15.2 999.0 99.0 99.00
2016 01 09 03 50 313 6.8 9.2 3.78 14.81 9.48 295 1020.2 14.2 15.2 999.0 99.0 99.00
2016 01 09 04 50 318 5.9 7.5 3.61 16.00 9.59 295 1020.5 14.1 15.2 999.0 99.0 99.00
2016 01 09 05 50 307 5.8 7.5 3.76 14.81 9.66 282 1020.9 14.1 15.2 999.0 99.0 99.00
2016 01 09 06 50 301 5.6 7.5 3.93 14.81 9.96 311 1021.1 14.1 15.1 999.0 99.0 99.00
2016 01 09 07 50 302 5.2 7.5 3.63 14.81 9.96 296 1021.3 14.1 15.1 999.0 99.0 99.00
2016 01 09 08 50 299 5.0 6.7 3.74 14.81 9.86 306 1021.1 14.1 15.1 999.0 99.0 99.00
2016 01 09 09 50 290 3.5 4.9 3.19 13.79 9.09 283 1021.0 14.1 15.1 999.0 99.0 99.00
2016 01 09 10 50 303 3.6 5.0 3.21 13.79 9.23 291 1021.4 14.1 15.1 999.0 99.0 99.00
2016 01 09 11 50 306 2.7 4.3 3.15 12.12 9.60 284 1021.4 14.0 15.1 999.0 99.0 99.00
2016 01 09 12 50 312 3.3 4.7 3.45 13.79 10.10 287 1021.7 14.1 15.1 999.0 99.0 99.00
2016 01 09 13 50 299 4.5 5.6 3.13 11.43 9.45 290 1021.8 14.2 15.1 999.0 99.0 99.00
2016 01 09 14 50 290 2.2 3.3 2.76 10.81 9.11 292 1022.4 14.3 15.1 999.0 99.0 99.00
2016 01 09 15 50 272 1.7 2.6 2.99 12.90 9.26 295 1022.6 14.3 15.0 999.0 99.0 99.00
2016 01 09 16 50 284 2.1 3.4 2.96 13.79 9.54 297 1023.4 14.5 15.0 999.0 99.0 99.00
2016 01 09 17 50 246 0.6 1.2 2.71 12.12 9.08 290 1023.7 15.0 15.1 999.0 99.0 99.00
2016 01 09 18 50 215 0.8 1.3 2.78 13.79 8.80 287 1023.8 14.9 15.2 999.0 99.0 99.00
2016 01 09 19 50 185 2.2 3.1 2.58 13.79 8.76 293 1023.1 14.8 15.4 999.0 99.0 99.00
2016 01 09 20 50 201 3.0 3.8 2.41 13.79 8.50 291 1022.4 14.8 15.5 999.0 99.0 99.00
2016 01 09 21 50 208 3.7 4.5 2.40 12.90 9.06 286 1021.9 14.9 15.4 999.0 99.0 99.00
2016 01 09 22 50 208 4.3 5.2 2.18 12.12 8.59 286 1021.5 14.9 15.3 999.0 99.0 99.00
2016 01 09 23 50 198 4.1 5.1 2.01 12.90 8.70 274 1021.5 14.9 15.2 999.0 99.0 99.00
2016 01 10 00 50 190 6.0 7.0 1.93 12.90 8.56 284 1021.0 15.0 15.1 999.0 99.0 99.00
2016 01 10 01 50 206 6.1 7.3 2.01 12.90 8.50 288 1020.9 15.1 15.0 999.0 99.0 99.00
2016 01 10 02 50 215 6.0 6.8 1.89 12.90 8.00 284 1021.1 15.0 14.9 999.0 99.0 99.00
2016 01 10 03 50 220 7.3 8.9 1.69 12.12 7.35 278 1021.0 14.8 14.9 999.0 99.0 99.00
2016 01 10 04 50 217 6.3 7.5 1.73 12.90 7.26 278 1021.1 14.5 14.9 999.0 99.0 99.00
2016 01 10 05 50 217 5.8 7.3 1.79 12.12 7.24 281 1020.8 14.7 14.9 999.0 99.0 99.00
2016 01 10 06 50 218 6.6 7.9 1.94 12.12 7.47 282 1020.5 14.8 14.9 999.0 99.0 99.00
2016 01 10 07 50 214 5.7 7.2 1.97 12.12 6.94 270 1020.0 15.0 14.9 999.0 99.0 99.00
2016 01 10 08 50 249 5.3 6.2 1.83 10.81 6.61 277 1020.1 15.1 14.9 999.0 99.0 99.00
2016 01 10 09 50 308 5.1 6.6 1.93 10.81 6.73 279 1019.9 14.8 14.9 999.0 99.0 99.00
2016 01 10 10 50 308 5.3 6.5 1.97 12.90 7.00 288 1020.1 14.6 14.8 999.0 99.0 99.00
2016 01 10 11 50 315 4.9 6.3 1.89 12.90 6.99 282 1019.8 14.4 14.9 999.0 99.0 99.00
2016 01 10 12 50 301 4.7 5.4 1.77 13.79 6.95 274 1019.9 14.5 15.0 999.0 99.0 99.00
2016 01 10 13 50 307 4.0 5.9 1.95 12.90 7.63 285 1020.1 14.5 14.8 999.0 99.0 99.00
